coef_dem,coef_w10,coef_d10,coef_t2m,coef_aod_sat,coef_tp,bias,Pred_PM2_5,id,dataset_belong,denormalized_pred_result
-9.222535,17.28618,-0.37087235,-24.800352,116.74772,13.753111,-27.255808,29.697273,93,train,29.697273
2.2281713,-8.938098,-1.2698952,2.0343778,88.72159,-32.210663,8.045487,24.378159,923,train,24.378159
-8.920277,2.1800005,-0.5645259,21.319687,16.918222,12.944701,3.5550604,31.144535,371,train,31.144535
3.5713742,-13.104032,-1.3403068,6.8079724,93.424866,-39.124176,9.034637,22.433329,910,train,22.433329
-19.821009,1.7568725,-0.6397576,38.26029,-1.8799207,12.703735,9.028118,45.52894,1093,train,45.52894
-40.67798,-1.5251281,-0.9005222,46.477245,15.635518,-37.170307,32.296432,57.34124,1071,train,57.34124
-17.895601,3.3951962,-0.43942013,20.167528,61.18088,-5.460628,-9.179994,34.992256,221,train,34.992256
-24.89994,-2.1848762,-0.7008507,46.0236,-7.0409813,3.9792175,14.687628,45.670994,287,train,45.670994
-26.703894,2.7110808,-0.6028423,26.418695,67.19566,-24.349148,-1.9666779,48.48161,946,train,48.48161
4.671019,-28.843386,-0.61006886,-4.418981,72.4498,-21.80007,30.281723,30.101618,1302,train,30.101618
-30.258743,-4.36516,-0.82111704,53.24779,-16.492805,-1.9480639,21.820482,39.575092,673,train,39.575092
-12.530952,8.947797,-0.38489854,-1.3649065,78.11035,12.146644,-14.92516,41.260773,795,train,41.260773
-23.393883,5.4376864,-0.6366742,4.076497,24.904676,7.170633,34.289455,58.809216,493,train,58.809216
-33.576515,-5.095112,-0.93594325,31.79312,-16.940674,-22.222317,67.5351,60.53076,829,train,60.53076
-13.884268,7.511033,-0.39406773,1.7443424,77.39827,8.237831,-14.375235,43.361984,147,train,43.361984
-30.193796,2.4916937,-0.6931577,32.971214,58.513268,-26.946665,3.4717264,47.939693,949,train,47.939693
0.722855,-5.892964,-0.39743692,9.872434,61.76538,2.8443246,-5.629507,32.458694,319,train,32.458694
-12.973663,8.206452,-0.38822582,0.6249177,74.702415,11.054694,-13.464754,41.050514,127,train,41.050514
-17.689856,6.4649935,-0.81794536,40.978,0.54019076,-3.9584858,18.373253,46.515793,707,train,46.515793
-21.407291,1.1445103,-0.48284817,51.117775,34.47868,-7.8359995,9.621867,32.046883,443,train,32.046883
-4.026786,2.2730606,-0.56149846,13.027815,33.190327,13.444002,1.1225245,31.242172,1205,train,31.242172
-23.513922,-1.3030913,-0.6855363,44.89736,-6.499859,6.851527,12.766712,45.788815,420,train,45.788815
-32.772663,-2.3306606,-0.8984442,23.631323,-19.474596,-17.84838,68.97931,64.85296,1400,train,64.85296
-10.934316,8.324785,-0.38435146,1.8767655,59.779617,16.849047,-8.567027,37.97354,1338,train,37.97354
-0.21811235,-12.391285,-1.005996,2.9025607,82.03353,-25.369396,10.824434,23.520466,603,train,23.520466
-20.872158,-0.022583734,-0.7455823,44.265236,-16.71955,2.4596968,19.069664,37.845543,1382,train,37.845543
1.3655021,4.0718913,-0.51885015,5.9347916,52.942425,15.693488,-2.9422696,18.772303,1219,train,18.772303
-18.223255,14.996724,-0.6851201,44.03866,-4.228901,-5.2910624,17.344637,28.723541,1351,train,28.723541
-7.1236124,5.1411104,-0.33101377,15.473053,34.427803,11.899045,-4.827599,31.298368,989,train,31.298368
-5.675747,9.831439,-0.7201327,-21.14508,78.192375,6.5794234,-2.6556413,30.150026,885,train,30.150026
-10.932575,8.259694,-0.38339996,2.1266468,59.39717,16.71725,-8.464218,39.12875,204,train,39.12875
-31.46793,-2.7191827,-0.87409,22.057539,-21.40855,-12.271153,70.17842,64.23345,1037,train,64.23345
-8.652133,15.36079,-0.54749995,-27.0141,98.068924,12.424463,-14.196764,33.839127,573,train,33.839127
-10.129621,10.00689,-0.5435061,17.172964,-5.2614226,7.0095816,38.810856,41.4829,408,train,41.4829
-17.360125,4.560107,-0.42589015,12.2477,69.93319,-1.8759769,-10.455445,41.288612,809,train,41.288612
-38.89169,-0.75618345,-0.86213505,43.535385,14.421293,-32.811485,31.831102,53.599483,1088,train,53.599483
-8.561098,13.109431,-0.4077049,-16.705133,91.661835,7.9700756,-13.665785,26.72442,884,train,26.72442
-9.201826,17.466076,-0.37114015,-25.133553,117.39894,14.013113,-27.668785,29.452065,96,train,29.452065
-15.299897,6.6337485,-0.3944299,3.5693898,80.260506,4.1896396,-15.131223,45.299896,168,train,45.299896
-14.479415,13.391306,-0.5210463,35.607018,-6.739418,7.8647904,28.072247,41.75528,1294,train,41.75528
7.549919,-14.02832,-0.48890218,-9.346835,78.42967,-14.94606,15.90065,12.962255,1244,train,12.962255
-23.332838,2.8516233,-0.5185891,20.229204,72.922165,-19.009588,-6.665099,48.181175,617,train,48.181175
2.683051,-6.598793,-0.4148289,6.951647,64.08524,4.4669495,-5.286722,28.685791,530,train,28.685791
-14.0273,1.7268238,-0.2759974,12.69018,42.099762,0.63742054,10.790042,53.19838,1359,train,53.19838
-36.24531,-5.577724,-0.9697964,48.318287,8.248655,-34.632835,45.98433,63.103233,654,train,63.103233
-31.979214,3.8226445,-0.7716061,18.063951,8.568272,-19.517843,46.42303,57.126156,823,train,57.126156
-13.972437,7.4836383,-0.3940004,1.6843055,78.051346,7.962539,-14.609835,44.70751,148,train,44.70751
5.195731,-28.851284,-1.3235878,18.051325,103.9847,-51.266094,14.515112,11.362415,927,train,11.362415
-28.754436,-3.784569,-0.80277216,52.05457,-17.667212,1.0386823,20.78857,41.548065,671,train,41.548065
-17.06451,-2.0743852,-0.39176702,34.178043,30.887154,-4.521189,18.758493,34.925137,79,train,34.925137
-8.320537,13.462393,-0.51171273,-21.253017,88.34179,9.500549,-9.984814,27.736301,870,train,27.736301
-17.685472,8.791454,-0.4372363,-1.8437827,76.73469,2.275026,-3.7377353,53.577446,189,train,53.577446
-21.250008,4.0543885,-0.46459377,14.52407,76.94479,-13.299603,-9.402627,47.185913,138,train,47.185913
-31.804499,-3.828426,-0.88354033,24.779129,-22.392246,-13.414892,71.12947,64.44281,1035,train,64.44281
0.32978967,-1.645141,-0.44011518,4.735283,53.410053,13.591859,-5.1331534,35.01765,1141,train,35.01765
-7.4989133,11.053168,-0.33010578,-10.602408,78.76485,5.7280087,-8.974615,21.662884,567,train,21.662884
-10.44399,10.817453,-0.30421472,-11.053376,97.03396,9.802441,-15.121526,47.336067,490,train,47.336067
-6.5578623,6.008133,-0.43107632,8.759315,4.4306116,13.186996,33.24194,37.543633,747,train,37.543633
-0.9835791,-4.422728,-1.0207446,-3.5904453,77.767296,-19.037642,7.733383,28.854914,114,train,28.854914
-22.828424,10.740171,-0.6473594,59.030308,10.589697,-5.111736,12.291715,25.861572,1298,train,25.861572
-27.933182,5.1078606,-0.63313866,26.01391,56.779236,-21.974281,5.009364,51.68949,232,train,51.68949
-15.685143,14.075082,-0.5413607,39.81447,-7.0280504,5.3602204,26.670431,35.878704,1295,train,35.878704
-23.190388,5.5461874,-0.631124,3.7923713,26.04132,7.4419255,33.463505,58.5783,492,train,58.5783
-1.6982279,-5.216165,-0.9440272,-3.2529025,76.30806,-16.593359,8.161233,23.659285,609,train,23.659285
-18.456656,4.257082,-0.42419127,10.97405,79.0125,-5.877227,-13.066679,48.193695,806,train,48.193695
-1.5380697,-2.6800709,-0.4061115,-4.8607116,29.814222,2.6424358,29.830667,29.05085,1290,train,29.05085
-40.163666,-4.921102,-0.9224915,54.76624,8.293824,-29.047325,26.725887,52.50942,655,train,52.50942
-13.379756,9.12155,-0.34734207,-5.8530407,97.471794,5.5588107,-21.230299,41.638885,184,train,41.638885
21.544617,-74.908035,-1.565875,42.586803,180.15257,-111.588974,29.204033,9.662785,1248,train,9.662785
-2.0616205,6.046382,-0.5778728,12.832527,43.89858,12.683583,-0.547297,23.88285,1199,train,23.88285
-19.723587,-0.47418532,-0.6754333,39.219143,-13.48331,12.678033,14.659411,38.45229,1208,train,38.45229
-14.042179,9.678977,-0.4772536,35.81303,5.417146,6.7292666,22.928816,36.447136,411,train,36.447136
-11.395513,2.72014,-0.55913454,25.766493,8.797205,14.643424,4.338206,34.135242,1347,train,34.135242
-23.001547,-0.58909106,-0.6617457,42.002872,8.878334,2.4526904,7.6244316,46.287376,1023,train,46.287376
-12.706713,13.768838,-0.75281113,32.967495,20.600374,-0.67048526,12.420744,11.065952,1193,train,11.065952
-25.922703,2.0409226,-0.82142097,47.981056,-16.264015,-10.3790455,25.006311,40.552685,1357,train,40.552685
1.2200059,-0.6233646,-0.45946437,1.3706572,51.35522,17.495611,-4.522192,33.36335,341,train,33.36335
-27.990002,5.364423,-0.63511765,25.699194,55.39275,-21.507189,6.010733,51.594284,231,train,51.594284
-3.189821,1.1947981,-0.3794418,0.01129425,17.16073,11.387063,29.807018,33.06791,1270,train,33.06791
1.2207991,-0.67884785,-0.4587734,1.4576247,51.50066,17.354153,-4.5495634,33.904335,342,train,33.904335
2.650217,1.2535696,-0.5139245,1.9618545,55.239193,17.759495,-3.0075874,19.176695,1235,train,19.176695
-9.075021,17.083042,-0.34790933,-23.80493,116.8432,13.611812,-27.731829,28.285831,98,train,28.285831
18.93687,-74.03454,-1.5427932,35.93812,170.34134,-97.142456,29.868141,55.50716,1318,train,55.50716
-22.96954,-0.4114826,-0.65364504,40.361187,17.320087,-0.7711518,5.2837553,45.834198,1003,train,45.834198
-8.63202,9.146956,-0.2168694,-2.819043,82.207985,3.5403237,-12.842937,33.28012,52,train,33.28012
-8.883292,18.984613,-0.37064973,-28.26082,122.40425,18.28164,-32.228115,22.736996,779,train,22.736996
-13.87004,15.04755,-0.616582,31.014347,-9.5213585,1.0869334,33.703606,30.663342,1284,train,30.663342
-20.917496,8.299224,-0.7435434,46.138577,-9.822174,-8.293187,18.726276,37.339817,1158,train,37.339817
-24.996897,-2.2902331,-0.7038983,46.259857,-7.8733163,4.1275644,15.0087185,45.369537,282,train,45.369537
-24.285185,0.5521896,-0.8045059,49.476307,-21.405811,-3.633273,23.41416,40.388954,1175,train,40.388954
0.37149227,-5.1323967,-0.40083486,9.242016,60.32223,4.569921,-5.6173162,35.0915,324,train,35.0915
-32.775433,-8.270172,-0.87014556,50.544838,1.664077,-19.934587,51.65554,64.77059,840,train,64.77059
-30.83827,0.5819391,-0.71221054,37.97963,44.665813,-23.168232,6.6426926,42.612034,627,train,42.612034
-31.86302,3.8478286,-0.771356,17.69579,8.348017,-19.116306,46.71078,57.0529,822,train,57.0529
-7.924067,2.2931168,-0.55795443,19.19953,20.226227,13.376799,2.7365339,31.354864,372,train,31.354864
-32.415333,-8.119708,-0.851367,51.618767,5.613972,-19.854227,48.095024,61.16718,67,train,61.16718
-33.889248,-1.8077042,-0.7779785,45.170406,17.796024,-20.510406,18.537285,47.749866,1083,train,47.749866
-17.420126,2.6354196,-0.60805786,34.305965,-0.100013725,15.41206,7.181904,40.68601,1117,train,40.68601
-4.724699,2.934498,-0.28409776,-0.58729905,60.55279,2.1136923,1.5745624,16.571949,863,train,16.571949
-14.18037,1.5542765,-0.27971727,12.979003,41.12111,0.5512564,11.475443,52.821026,54,train,52.821026
-34.717754,-2.2272003,-0.92625624,29.529736,-9.648312,-28.085545,61.123253,63.29875,1386,train,63.29875
-1.0889337,-4.884325,-0.4002909,12.501315,57.84773,1.9420758,-5.3041677,31.641426,332,train,31.641426
-10.404762,10.326927,-0.54828227,17.924898,-6.0283885,6.7888474,38.98096,42.212025,409,train,42.212025
-21.712425,-3.9002137,-0.47485927,39.26714,23.639696,-9.871779,25.469557,39.512245,547,train,39.512245
-0.50656444,-6.702277,-0.37177718,-6.465611,32.900375,6.3791595,27.81692,28.091953,749,train,28.091953
3.3079913,-0.56518865,-0.4835257,-2.5531662,54.85646,19.802414,-3.353317,25.708958,1228,train,25.708958
-1.0380715,-4.363428,-0.40081677,11.028944,57.738514,4.0966735,-5.5708675,34.299294,326,train,34.299294
-0.6471687,-6.064513,-0.36749154,-6.271414,31.725874,7.0789285,27.816978,27.88034,1275,train,27.88034
-17.064106,3.8390038,-0.7972895,39.003872,-0.70533055,-1.2692786,18.097502,46.007313,1192,train,46.007313
-1.1422497,-3.6547072,-0.41240996,10.048414,56.212357,6.2995267,-5.4462714,35.80267,309,train,35.80267
-24.958513,-2.1804073,-0.7003976,45.895878,-6.4234233,3.6062498,14.631648,45.916794,283,train,45.916794
-8.773293,18.884491,-0.3538797,-27.433582,122.76652,17.400267,-32.355618,25.991562,501,train,25.991562
-9.740323,3.0346289,-0.4980622,20.846869,33.832,9.248727,-2.981486,37.089344,505,train,37.089344
10.869349,-53.560932,-1.0812193,13.099186,125.0412,-59.42941,31.357035,43.76645,1306,train,43.76645
-6.5986357,0.45644292,-0.40189737,18.431328,43.833076,2.9747603,-5.239865,26.278116,988,train,26.278116
-15.660982,5.672251,-0.40485886,8.780103,68.59653,3.519577,-10.686118,42.565723,196,train,42.565723
-1.0895557,-6.4832006,-0.40981165,16.343122,52.472755,-2.144359,-2.7591007,25.035877,511,train,25.035877
1.3145944,4.1569214,-0.51992416,6.0560193,52.814747,15.676866,-2.9516356,18.228687,1220,train,18.228687
-11.53858,7.8950825,-0.7544363,29.474964,20.81623,2.4695387,11.97403,43.090057,1183,train,43.090057
-40.09317,-4.9334965,-0.92183095,54.794014,8.033062,-28.812193,26.682274,52.506287,656,train,52.506287
-36.335278,-1.4630814,-0.8112058,44.925232,18.46044,-26.900345,23.375498,50.269386,277,train,50.269386
1.8561723,-23.010412,-1.0227726,10.131551,89.72244,-34.965324,14.421904,12.486124,856,train,12.486124
-9.01148,14.798059,-0.49229845,-23.956152,99.25668,10.8631525,-15.512841,33.494797,453,train,33.494797
-26.303226,-1.451829,-0.7179852,17.849611,-6.727294,-0.09746648,54.465874,58.83821,471,train,58.83821
-14.961873,2.6416745,-0.7509795,34.714504,3.6184025,1.6762606,15.365648,45.75696,705,train,45.75696
10.117414,-51.34292,-1.0292284,10.519826,120.24176,-56.13162,31.772095,29.780764,1391,train,29.780764
-24.186794,-3.2121181,-0.62342757,21.558348,-1.8652122,-1.4525105,48.19895,57.34999,1407,train,57.34999
-20.813107,3.9041512,-0.4562476,13.926289,78.1869,-12.489875,-10.498302,47.93403,139,train,47.93403
-5.340117,2.9116297,-0.34189674,15.755557,33.1074,10.360207,-3.2789824,29.77721,1398,train,29.77721
-13.801875,6.749813,-0.39164808,6.3005595,65.01466,8.877848,-10.078375,41.005672,210,train,41.005672
