coef_refl_b01,coef_refl_b02,coef_refl_b03,coef_refl_b04,coef_refl_b05,coef_refl_b07,bias,Pred_SiO3,id,dataset_belong,denormalized_pred_result
-0.67344457,0.5186772,-0.40847686,2.650841,1.9705573,-0.70948267,0.9507311,1.291848,2131,train,1.291848
-2.205335,0.3460828,-0.24749897,2.17162,1.4843723,-0.1293098,1.218498,1.1344718,1676,train,1.1344718
2.531483,0.8540607,-0.57547724,1.0210677,3.739389,-2.083966,0.64321214,1.217272,2686,train,1.217272
-0.5093009,0.18073432,-0.17516151,1.3661498,1.8817868,-0.85533965,0.8666997,1.1803697,1964,train,1.1803697
7.4580526,0.84073985,-0.60805684,-2.9865303,4.054177,-2.9132807,0.53519374,1.5491427,2511,train,1.5491427
-1.3075182,-0.10010283,-0.080375634,1.5421169,1.1230432,-0.4704426,1.0452721,1.0495,450,train,1.0495
6.674676,1.2241101,-0.7866318,-4.1971226,5.069343,-1.9602157,0.7056078,1.0128247,2519,train,1.0128247
-1.9635386,0.19791356,-0.14865994,1.6627126,1.8309894,-0.3936902,1.086365,1.1699557,1797,train,1.1699557
-0.3511153,-0.5325256,0.09514006,3.3604546,-1.4702111,-0.5186936,1.0668234,1.4056475,318,train,1.4056475
6.0633216,-0.1750503,-0.30544907,-1.5258049,1.219199,-1.1731236,0.5791794,1.2045051,2381,train,1.2045051
-1.2388716,-0.122849986,-0.078502655,1.6633937,1.0537832,-0.46515077,1.0208898,1.0768281,665,train,1.0768281
1.5021449,-0.7334777,0.15423696,2.7694914,-1.7806119,-1.2427993,0.9946928,1.123408,811,train,1.123408
2.5843961,-0.6811537,0.08710808,2.5610707,-2.1732106,-1.0659744,0.743083,1.0209787,1111,train,1.0209787
0.40311697,-0.08452628,-0.11813932,0.6886189,1.0779839,-1.0344824,0.89196646,1.0558175,1462,train,1.0558175
-1.3028802,0.58343303,-0.39193872,3.3769157,2.2328956,-0.9856118,0.8001527,1.2568178,1998,train,1.2568178
6.6863284,0.85208213,-0.6038145,-2.0629134,4.078318,-2.8577085,0.5393287,1.349652,661,train,1.349652
-0.08320867,-0.49963763,0.056542315,3.1839948,-1.442502,-0.29877257,1.0277418,1.4270332,186,train,1.4270332
0.12634225,-0.122436695,-0.097756125,0.87688243,1.191501,-1.0269557,0.90852726,0.8543745,1576,train,0.8543745
3.3060095,-0.7753955,0.122719094,2.1836672,-2.49903,-1.2536428,0.7298866,1.3323886,148,train,1.3323886
7.50746,-1.1720389,0.36725262,-2.8067882,-2.943152,-1.1716436,1.1617309,1.8128169,174,train,1.8128169
-1.2713104,0.15358627,-0.13932243,1.5473108,1.8196875,-0.70917207,0.970979,1.2542665,2047,train,1.2542665
-2.435906,0.34829906,-0.22729012,2.3134887,1.71,-0.27223998,1.1459113,1.2407739,609,train,1.2407739
-2.095366,0.004020484,-0.1273381,2.1791024,0.7105253,-0.32429466,1.3173475,1.2571293,745,train,1.2571293
-1.2272898,0.5481726,-0.38793325,3.031304,2.1318398,-0.83384204,0.86615855,1.1245731,2136,train,1.1245731
-1.0976993,0.62873524,-0.4103304,3.7207527,2.347135,-1.0284324,0.74405056,1.2375501,2229,train,1.2375501
2.5312214,-0.7671611,0.1469849,1.4000357,-1.9920328,-0.65830666,1.0167612,1.6293498,1550,train,1.6293498
1.1390101,-0.4355818,-0.03197323,2.345845,-0.8843041,-0.5833892,0.7643685,1.2784275,2798,train,1.2784275
3.838002,-0.25296822,-0.19499665,-0.42093128,1.3955758,-1.261733,0.6684204,1.0532562,2575,train,1.0532562
-3.435784,0.20584112,-0.09913073,2.2599182,1.3659608,-0.2528863,1.3738201,1.324521,494,train,1.324521
-1.1364987,-0.013254122,-0.104431264,0.8502095,1.3342654,-0.61106735,1.11638,1.0811043,1449,train,1.0811043
-1.1690063,0.20405006,-0.18591338,1.4691851,2.0081985,-0.52382773,0.9767317,1.2443093,1819,train,1.2443093
2.6124012,-0.668565,0.08690092,2.5598738,-2.230331,-1.1010225,0.73617435,1.0870717,177,train,1.0870717
-3.4754968,0.1301144,-0.07422767,2.156335,1.2480302,-0.32161677,1.3944145,1.4547083,993,train,1.4547083
-3.4315002,0.041824017,-0.04958707,2.3333075,1.0373162,-0.39979753,1.3872383,1.4279974,1342,train,1.4279974
-1.5872282,-0.07299019,-0.082467206,1.5775473,1.2341833,-0.45957455,1.0736035,1.0907798,513,train,1.0907798
-0.61483556,0.21193762,-0.21392491,1.4329762,2.0955162,-0.66780794,0.8700906,1.1647705,2651,train,1.1647705
-1.4877845,-0.10865915,-0.0861968,2.2590969,0.20901732,-0.21061796,1.2534707,1.3094496,1177,train,1.3094496
5.357106,0.6388149,-0.45406723,-0.48242775,2.9440782,-2.561763,0.48554367,0.8148629,2269,train,0.8148629
3.1663241,-0.7505141,0.113780804,2.251223,-2.4261138,-1.217175,0.7305899,1.3703672,156,train,1.3703672
2.2615728,-0.51930857,0.012069985,2.4355073,-1.8574777,-0.98786837,0.7129362,0.9820481,87,train,0.9820481
0.8950282,0.33071896,-0.29309222,1.436477,2.2636096,-1.1692837,0.61463004,0.81417423,2038,train,0.81417423
0.33152345,0.7362233,-0.47599912,3.2463343,2.8886864,-1.3669213,0.6618711,1.3086517,2209,train,1.3086517
0.0012617621,-0.59695834,0.12321964,3.3579743,-1.5860586,-0.7561224,1.0644699,1.5399122,280,train,1.5399122
-3.1890907,0.18430717,-0.11312433,2.236837,1.2605636,-0.2559506,1.3710511,1.2531621,335,train,1.2531621
6.204875,-1.104342,0.3226093,-0.7901629,-2.649591,-1.7386893,1.0602938,1.8644259,1027,train,1.8644259
7.7849784,0.991424,-0.6704554,-4.0367866,4.6305056,-3.0192876,0.61165315,1.9871297,2547,train,1.9871297
-2.1947985,0.06592824,-0.086712435,1.4769294,1.5451269,-0.42670134,1.166578,1.0300107,1614,train,1.0300107
2.401919,-0.51761365,0.016604241,2.4013596,-1.986865,-1.0402374,0.7194079,1.0681033,126,train,1.0681033
0.82404166,0.8161233,-0.53488624,2.1869836,3.3124592,-1.1857693,0.77260876,0.87578124,2446,train,0.87578124
-1.5545462,-0.43277338,0.10892677,3.9182518,-1.0089619,-0.9351912,1.0471737,1.2813922,2857,train,1.2813922
5.936609,0.68942153,-0.4937157,-0.9827421,3.175327,-2.6984656,0.46084803,0.9466007,430,train,0.9466007
-1.8665396,0.2097263,-0.15434887,1.59716,1.8812046,-0.39765418,1.0922163,1.1773658,1737,train,1.1773658
1.8699172,0.41131094,-0.31994712,1.8137885,2.386876,-1.6662172,0.40463206,0.77497005,2557,train,0.77497005
-2.3346527,0.3136273,-0.2238429,2.1716352,1.4027176,-0.08510738,1.2607659,1.1621995,1637,train,1.1621995
-1.8875134,0.07694676,-0.098364115,1.5163773,1.7042006,-0.5173383,1.0681521,1.0830187,2640,train,1.0830187
4.4928875,-0.9499719,0.24069068,0.7673537,-2.2537196,-1.6669761,0.9947025,1.611527,754,train,1.611527
-3.0743809,-0.10099193,-0.02945565,2.7198899,0.84998065,-0.4454363,1.2364298,1.1450197,741,train,1.1450197
-3.3706324,0.046201684,-0.054466173,2.348877,1.1350788,-0.37406847,1.318489,1.3109839,459,train,1.3109839
-1.8948593,0.47013396,-0.3307465,2.7466433,1.8447645,-0.5162388,0.9838609,1.1817312,2646,train,1.1817312
0.40366971,-0.07836285,-0.120412424,0.6446344,1.0867164,-1.0093113,0.9019861,1.1030389,1416,train,1.1030389
1.4485122,-0.67420405,0.09693371,2.3194914,-1.7591558,-0.49426988,1.0015066,1.555727,763,train,1.555727
-2.000017,0.3225002,-0.2766174,2.3966377,1.4419293,-0.11453591,1.1623552,1.1540239,1663,train,1.1540239
2.1109538,-0.6640834,0.07844276,2.713164,-2.0085638,-0.9102329,0.78913957,1.2297133,835,train,1.2297133
4.68177,-0.258737,-0.22706099,-0.7004089,1.316974,-1.2633072,0.6322212,0.9992354,564,train,0.9992354
-1.1338003,-0.49021202,0.12068697,3.895039,-1.2785664,-0.8762517,1.0870861,1.4473267,1788,train,1.4473267
0.09608413,0.15579128,-0.18824907,1.0231491,1.9226893,-0.9288194,0.8259838,0.97909075,2004,train,0.97909075
-2.4310226,-0.27998406,0.047005657,3.418506,-0.14577937,-0.74076575,1.1831452,1.3357621,1624,train,1.3357621
2.4387152,-0.80556655,0.17427902,2.0987132,-1.9624119,-1.3641574,1.0079739,1.5760391,2881,train,1.5760391
-2.53901,0.2337344,-0.13213296,1.8082272,1.7819701,-0.29203263,1.199711,1.1760949,1648,train,1.1760949
6.462295,-0.10232775,-0.32635728,-1.975779,1.1725771,-1.2379804,0.5836797,1.2783395,2426,train,1.2783395
-1.4268012,0.18374982,-0.17139667,1.5571759,1.9324361,-0.48983145,0.99552727,1.0764675,628,train,1.0764675
5.1686573,1.0474713,-0.6941345,-1.8163233,4.57811,-2.255471,0.6235606,0.5768973,2465,train,0.5768973
-3.226061,0.06434721,-0.082888536,2.3744297,0.9778689,-0.37087354,1.3957582,1.1334004,663,train,1.1334004
0.119876936,-0.094911255,-0.10285987,0.76114064,1.1477232,-1.0153425,0.9289658,1.0343152,1433,train,1.0343152
-2.333743,0.3441295,-0.24713449,2.3785512,1.5613697,-0.17543675,1.1700585,1.1939213,1670,train,1.1939213
-1.9550053,0.20832942,-0.19424048,1.9445239,1.0822406,-0.11637245,1.3081678,1.2193052,1436,train,1.2193052
-2.0907316,0.35914344,-0.2821651,2.494251,1.5891918,-0.237883,1.1130558,1.164947,616,train,1.164947
-1.8144273,-0.39946532,0.111015275,3.891335,-0.98330796,-0.74438494,1.0820729,1.0224081,2786,train,1.0224081
-0.120671354,-0.47661602,0.020917878,3.2075348,-0.9618409,-0.5202664,0.80878896,1.2064737,300,train,1.2064737
4.5406466,1.0257068,-0.6866487,-1.6221529,4.52309,-1.9603674,0.6839202,0.6325937,2463,train,0.6325937
-1.2155571,0.55059844,-0.3921051,3.13102,2.1149185,-0.8547183,0.86207104,1.2491219,2133,train,1.2491219
0.5658856,-0.48653534,0.008071158,2.988271,-1.1219409,-0.5383796,0.7474892,1.0003606,841,train,1.0003606
-1.4033017,0.2152978,-0.17669559,1.491855,1.9724115,-0.4667616,1.0265634,1.118309,1826,train,1.118309
5.4036317,-1.0170249,0.27750096,0.0002191029,-2.4276304,-1.7518978,1.01647,1.7708035,1154,train,1.7708035
-0.9938576,0.16016631,-0.15180625,1.4920069,1.8435798,-0.7595011,0.9322241,1.2265471,2107,train,1.2265471
-0.9095808,-0.14970379,-0.07598385,1.6145339,0.9084182,-0.4895751,0.9909822,1.0601531,2814,train,1.0601531
3.0254703,-0.20040514,-0.17627853,-0.23217796,1.4580122,-1.1277286,0.74393475,1.2910367,2092,train,1.2910367
2.9534667,-0.8399339,0.1945074,1.7056289,-2.0300434,-1.4503835,1.0144899,1.6205789,2146,train,1.6205789
5.666699,-0.2219664,-0.2819442,-1.1867664,1.2306365,-1.2430063,0.58227724,1.2802806,2317,train,1.2802806
0.241082,-0.61252314,0.10403741,3.6717825,-1.4597616,-1.09159,0.9323689,1.321938,211,train,1.321938
-0.29462734,-0.09524801,-0.08713734,0.8043446,1.2679087,-0.8936105,0.98237735,1.0659955,1519,train,1.0659955
5.137375,1.0477395,-0.7074719,-2.0252519,4.612244,-2.0699766,0.68595934,1.0770345,2527,train,1.0770345
6.0782766,1.1847582,-0.7790938,-3.8801668,4.993218,-1.6987815,0.7633567,1.3528216,2521,train,1.3528216
0.9136404,-0.17239666,-0.09900758,0.48253322,1.4357941,-0.9918709,0.85849977,1.0766878,2648,train,1.0766878
2.8551395,-0.20560515,-0.16067494,-0.055530913,1.3890073,-1.2264962,0.73111033,1.2917762,1003,train,1.2917762
-2.1653476,0.30626088,-0.24549486,2.2583804,1.3797965,-0.08152164,1.2252822,1.3212346,1649,train,1.3212346
-3.4128659,-0.015143285,-0.029587932,2.5644388,0.88321906,-0.4642742,1.368678,1.3511602,2727,train,1.3511602
-2.1331878,0.3535403,-0.27782726,2.4973884,1.5793786,-0.21970142,1.121141,1.3077507,622,train,1.3077507
2.197675,-0.3233858,-0.12134444,1.3217925,-0.5586644,-0.84677094,0.6953524,1.2668724,1018,train,1.2668724
1.047515,-0.5043875,0.0018466798,2.9104261,-1.2194568,-0.61083525,0.723251,1.3880337,951,train,1.3880337
0.4977943,-0.1670641,-0.08708372,0.70494455,1.3725008,-0.9906357,0.87099296,1.0364103,1743,train,1.0364103
-2.509557,-0.20837766,0.021421842,3.0302827,-0.036891982,-0.4089796,1.2640091,1.3261334,62,train,1.3261334
2.0800247,-0.19011937,-0.13673547,0.16697238,1.4176435,-1.143992,0.77740085,1.1974763,2058,train,1.1974763
0.9804647,-0.67530537,0.11333812,3.384272,-1.644582,-1.1628746,0.9150156,1.3960183,192,train,1.3960183
-2.2757094,0.122169845,-0.15060224,2.176383,0.98969275,-0.278126,1.3119771,1.3002336,458,train,1.3002336
6.545305,0.74043626,-0.5349437,-1.7470608,3.4060242,-2.7504559,0.52053446,1.5129368,2697,train,1.5129368
-0.3997358,-0.527577,0.09418794,3.38406,-1.4566854,-0.51094866,1.0660282,1.341788,199,train,1.341788
0.18448356,0.7433988,-0.47728252,3.2419846,2.8689306,-1.2892262,0.68182856,1.3849932,2588,train,1.3849932
1.7383798,0.43804964,-0.3332254,1.7424982,2.4835813,-1.5702733,0.46470162,1.0207281,1973,train,1.0207281
-1.3475745,0.14147553,-0.13199858,1.5981823,1.8102776,-0.7038808,0.9572143,0.97628415,2677,train,0.97628415
-2.098616,0.24840812,-0.21758947,2.0655446,1.2082632,-0.059629668,1.2909327,1.2167399,1477,train,1.2167399
0.67321813,-0.08841897,-0.12592112,0.6494581,0.9891275,-1.0639584,0.8655998,1.1050596,2674,train,1.1050596
-0.8926902,-0.15874238,-0.07384636,1.6451021,0.8795592,-0.4778712,0.97987133,0.9725881,1466,train,0.9725881
-1.474276,-0.18124397,-0.05190298,2.4646978,-0.049183365,-0.14997832,1.2178401,1.2622577,1729,train,1.2622577
-0.4217984,-0.5540461,0.1267103,3.7251925,-1.3870014,-1.1142778,1.0543749,1.3406994,1786,train,1.3406994
8.971767,1.3482606,-0.7977075,-7.440616,5.4398465,-2.7949896,0.79635644,0.6006453,2486,train,0.6006453
-2.9876506,0.21317036,-0.13280018,2.1864011,1.2894462,-0.2185245,1.3560755,1.459287,690,train,1.459287
1.4255985,-0.5169786,0.0026425407,2.7708364,-1.3636044,-0.70432055,0.70812786,1.235698,977,train,1.235698
-1.4513038,-0.07282425,-0.10873058,2.104719,0.32487285,-0.20318589,1.2778411,1.3221776,2823,train,1.3221776
2.0359128,-0.18111919,-0.14042608,0.102901444,1.4641358,-1.0914242,0.8004028,1.1694424,2115,train,1.1694424
0.20070228,-0.15153655,-0.08382424,0.7916183,1.3280739,-0.9520226,0.9052082,1.054697,1781,train,1.054697
0.6574283,-0.64803374,0.10842725,3.537667,-1.571615,-1.1358594,0.92261356,1.3982143,246,train,1.3982143
4.3878603,0.58232903,-0.4170673,0.3194548,2.7722242,-2.324574,0.45829538,1.1148694,2301,train,1.1148694
5.1336484,-0.24733378,-0.25103155,-0.874103,1.2778813,-1.275171,0.60568696,0.81109136,569,train,0.81109136
3.5894334,-0.9014207,0.24112022,1.1007955,-2.240807,-1.383574,1.0500777,1.6777637,830,train,1.6777637
2.0121198,0.82522064,-0.55489117,1.6397967,3.5996833,-2.034036,0.63038677,0.9341006,2414,train,0.9341006
1.2231404,0.37020922,-0.2999705,1.6241323,2.059469,-1.8586661,0.46997052,1.1688874,558,train,1.1688874
-0.07902999,-0.08609099,-0.1005378,0.7628897,1.2065265,-0.96291053,0.9536524,1.0847689,1258,train,1.0847689
7.9196763,1.0701569,-0.70168924,-4.526068,4.8846955,-3.0352044,0.65799177,0.71365994,2529,train,0.71365994
-1.6499351,0.4475961,-0.33327028,2.433821,1.799544,-0.46796298,1.0309057,1.2517484,2049,train,1.2517484
-0.13750349,-0.5405318,0.07676101,3.2974794,-1.4464821,-0.43685102,1.0368675,1.4012985,2708,train,1.4012985
-1.8602774,0.26160336,-0.22856084,1.8037041,1.1699982,0.03151517,1.3274134,1.4300498,769,train,1.4300498
-2.1813478,0.06086384,-0.08539393,1.4651513,1.5285995,-0.42724255,1.1700637,1.0936133,1598,train,1.0936133
0.22371112,-0.1280988,-0.09928234,0.8950088,1.1601709,-1.0576816,0.89285696,0.9948211,1575,train,0.9948211
-1.4038758,0.20505047,-0.16848867,1.3944218,1.9580051,-0.43464723,1.0564164,1.4552659,413,train,1.4552659
-3.3012815,0.22216894,-0.093263514,2.1269307,1.6029838,-0.22864945,1.2903231,1.1740154,1612,train,1.1740154
-3.4127822,0.054055218,-0.055408705,2.2709067,1.0581164,-0.3884495,1.3973103,0.97603637,2692,train,0.97603637
3.1540961,-0.7963762,0.1764523,0.8193261,-2.084345,-0.81067985,1.0418029,1.703723,960,train,1.703723
-3.5046232,0.24351427,-0.09931646,2.2886028,1.5002081,-0.20858179,1.34104,1.2743452,1397,train,1.2743452
0.580818,-0.67078084,0.1432166,3.1646883,-1.7297006,-0.90434664,1.0432546,1.4521555,228,train,1.4521555
0.77478456,-0.67565656,0.14301713,2.9304984,-1.7105845,-0.9441716,1.0656422,1.4886063,1129,train,1.4886063
-1.8477046,-0.029283883,-0.08489636,1.5434674,1.3492761,-0.45283875,1.114052,1.1166729,672,train,1.1166729
1.9496698,-0.63430256,0.058846615,2.8062644,-1.9504957,-0.87395155,0.79132533,1.3851188,1032,train,1.3851188
-1.6985034,0.23766163,-0.18294609,1.7099543,1.972092,-0.45805052,1.0332925,1.1138257,1751,train,1.1138257
-3.4615116,0.25109524,-0.104332425,2.2649837,1.506549,-0.19486141,1.3409781,1.1792489,1274,train,1.1792489
-2.2871883,0.08591232,-0.09086238,1.6013501,1.6163496,-0.4369346,1.1474103,1.1018367,1696,train,1.1018367
0.5080903,-0.34402928,-0.053478107,2.14629,-0.35126096,-0.481988,0.802143,1.2263643,196,train,1.2263643
2.0131931,0.41683814,-0.3287998,1.6355231,2.4357483,-1.627861,0.43388176,0.9188756,1976,train,0.9188756
-0.012680891,-0.14487647,-0.11279469,1.0639027,0.74181837,-0.65901333,0.96008706,1.075984,66,train,1.075984
-0.14789096,-0.36520714,-0.028208202,2.5277755,-0.30048704,-0.38647076,0.8332226,1.1017752,2860,train,1.1017752
6.739479,0.75537556,-0.55228174,-1.8565764,3.5042317,-2.909698,0.46936154,0.5031861,2413,train,0.5031861
-2.9810915,0.19305776,-0.12855278,2.2227006,1.2454164,-0.24252167,1.3552811,1.2803372,679,train,1.2803372
6.401539,1.2057968,-0.7834703,-4.0668907,5.0368567,-1.8410646,0.7340084,1.093298,2518,train,1.093298
3.0533566,-0.21467923,-0.16962416,-0.16169187,1.416559,-1.1996489,0.72405535,1.1261404,2003,train,1.1261404
-1.8120989,0.48161748,-0.3364056,2.7032628,1.8922174,-0.54512525,0.97824085,1.1820383,2014,train,1.1820383
0.9052243,-0.08381089,-0.14003047,0.5491256,0.9327058,-1.0194789,0.8467738,1.1491715,2728,train,1.1491715
-0.660135,0.70499325,-0.43236005,3.9386084,2.5570664,-1.1943175,0.6616384,0.89162344,378,train,0.89162344
0.72106487,0.30504075,-0.28438568,1.2362441,2.2399027,-0.9828708,0.70209455,1.0206292,1954,train,1.0206292
-0.34226784,-0.47508144,0.05292942,3.187134,-1.3327104,-0.24576372,1.0385724,1.4300727,239,train,1.4300727
-1.6558077,-0.067548856,-0.08128269,1.5715849,1.2511411,-0.4422313,1.0820551,1.0870997,1426,train,1.0870997
-1.5566411,-0.30946282,0.009964929,2.8665128,-0.47093838,-0.15592477,1.1805273,1.2665226,1683,train,1.2665226
3.2468407,-0.31201518,-0.12268498,1.0634874,-1.1652418,-1.100862,0.6197618,0.88897145,1086,train,0.88897145
2.5657146,-0.19666958,-0.15791483,-0.05897936,1.4554733,-1.1271274,0.7664136,1.208908,1008,train,1.208908
-3.5134385,0.14735733,-0.06793475,2.1655526,1.2947166,-0.29645944,1.3665726,1.2616824,688,train,1.2616824
9.192174,-1.3881856,0.45826167,-3.6740167,-3.3145108,-1.5585947,1.1942471,1.6358823,142,train,1.6358823
-1.7852359,-0.042694002,-0.08448392,1.5633222,1.3221312,-0.45732594,1.1030028,1.1196191,533,train,1.1196191
-3.5304174,0.23942758,-0.10007232,2.326682,1.45966,-0.2143548,1.3519937,1.3116187,1206,train,1.3116187
7.7720175,0.41355774,-0.36910078,-5.6984286,1.4786704,-1.8751587,0.76868355,0.54717714,2476,train,0.54717714
1.2820253,-0.49265265,-0.007022474,2.7286274,-1.2292913,-0.66126406,0.7086859,1.2036409,832,train,1.2036409
-0.122284316,0.7234872,-0.4568651,3.5605347,2.751228,-1.2977316,0.6626045,1.2735903,2200,train,1.2735903
2.8203814,-0.73816985,0.10449736,2.2917125,-2.2396994,-1.0471072,0.76365846,0.76993686,1090,train,0.76993686
2.9464862,-0.8398622,0.19467223,1.6901914,-2.0291073,-1.4402493,1.0184275,1.6447322,2147,train,1.6447322
-1.7034584,0.11730855,-0.13805537,1.9817607,1.8399366,-0.5753653,0.9154333,1.0208441,635,train,1.0208441
6.9392414,0.7844456,-0.5705693,-2.153186,3.6944416,-2.949693,0.47456223,2.0538244,2685,train,2.0538244
-3.431061,0.14421359,-0.09013487,2.2924628,1.2102152,-0.30185843,1.3931227,1.2972338,1459,train,1.2972338
0.2094814,0.2090243,-0.21198048,1.3684108,1.9488546,-1.0668825,0.7182671,0.9188608,2558,train,0.9188608
0.11677601,-0.29421744,-0.07359224,2.0025136,0.09765556,-0.4756389,0.8711421,1.2167562,940,train,1.2167562
1.025203,-0.44092953,-0.025046501,2.505519,-0.9218601,-0.5916045,0.74439424,1.308716,1074,train,1.308716
-0.30884632,-0.23841058,-0.062828735,1.8223522,0.40090927,-0.43757674,0.895106,0.9827552,1890,train,0.9827552
5.9762125,0.68214226,-0.49055004,-1.0562375,3.156958,-2.6654723,0.47832686,0.8287105,2318,train,0.8287105
0.8541844,-0.095448315,-0.15584071,0.56419957,0.8257697,-0.8578721,0.86449355,1.0606866,1629,train,1.0606866
-1.1319587,-0.01387119,-0.10447863,0.85569394,1.3281606,-0.6125526,1.1148845,1.0675725,710,train,1.0675725
-1.9879777,0.30495417,-0.2782218,2.515303,1.4111958,-0.14526102,1.1317173,1.2332981,1774,train,1.2332981
3.187837,0.8995012,-0.6084957,0.40060112,3.9378197,-2.1156337,0.63906753,0.9215934,2437,train,0.9215934
-2.2403789,-0.32226983,0.08017398,3.6585233,-0.59367526,-0.7470785,1.1605905,1.3117715,93,train,1.3117715
-3.3235428,0.05779651,-0.072551526,2.3674996,0.9935225,-0.38439396,1.4014724,1.3117092,328,train,1.3117092
0.39985317,-0.31844044,-0.060685426,2.0384345,-0.1862844,-0.47397494,0.8200463,1.1881533,217,train,1.1881533
-2.9711218,0.15210338,-0.12032673,2.3063235,1.1335592,-0.2858801,1.3565646,1.2526083,1448,train,1.2526083
-1.7625993,-0.027350552,-0.08519986,1.4868206,1.3352377,-0.467935,1.1108282,1.1754413,445,train,1.1754413
0.20405439,0.37486783,-0.30080587,1.703057,2.3422744,-1.0981923,0.6952957,0.9236799,2029,train,0.9236799
-3.181214,0.058626235,-0.06627023,2.2578363,1.2748429,-0.31454536,1.2391313,1.2737193,462,train,1.2737193
-0.4664709,0.17610258,-0.17516237,1.4410912,1.8913519,-0.8992409,0.8165325,0.97710645,1934,train,0.97710645
-0.80147773,0.66749716,-0.41618103,3.8109348,2.4653614,-1.1292683,0.6656762,1.4541245,2226,train,1.4541245
-2.008464,0.32644397,-0.2671587,2.2533445,1.4062905,-0.08865193,1.2041727,1.1733847,1646,train,1.1733847
-2.1427135,0.18339372,-0.1762609,2.0187132,1.1037055,-0.19770576,1.3138173,1.3722802,486,train,1.3722802
10.176121,-1.2833186,0.3941083,-6.035607,-3.0039248,-1.1737972,1.2239892,1.1789362,1081,train,1.1789362
2.1311798,0.28205198,-0.27991086,0.6475975,2.0085173,-1.4762715,0.5561669,0.9416119,2207,train,0.9416119
0.33849615,0.15145427,-0.198349,0.8694053,1.9475143,-0.9349035,0.827749,1.1100147,2088,train,1.1100147
-0.99691576,-0.0109639345,-0.092869505,0.8182525,1.5887595,-0.58409894,1.0862509,1.1011063,610,train,1.1011063
0.9675522,0.7602719,-0.50241524,2.7533603,3.214833,-1.6676941,0.6274298,0.89728385,2309,train,0.89728385
-2.0179904,0.30872646,-0.25284746,2.1642418,1.3379921,-0.050438225,1.2376747,1.1716815,1636,train,1.1716815
2.4387152,-0.80556655,0.17427902,2.0987132,-1.9624119,-1.3641574,1.0079739,1.652092,2880,train,1.652092
2.581119,-0.25509536,-0.15139818,1.0364654,-0.46019536,-1.0549445,0.6714911,1.0329418,868,train,1.0329418
2.9178252,-0.764097,0.16243255,0.9533615,-2.02304,-0.74746746,1.034589,1.6175828,964,train,1.6175828
1.0839237,-0.4572592,-0.01908796,2.5596516,-0.9713204,-0.5974216,0.7651732,1.3236705,820,train,1.3236705
0.1950714,-0.09781418,-0.10480867,0.7715291,1.1271396,-1.0329,0.9129871,1.0457957,1261,train,1.0457957
-2.9724777,0.16352095,-0.122537844,2.2813015,1.1654161,-0.2740368,1.3564923,1.48123,470,train,1.48123
-2.725066,0.20759249,-0.1107185,1.8628467,1.7038138,-0.2825649,1.2113761,1.2148503,1701,train,1.2148503
-0.9020378,0.6544924,-0.41264027,3.694408,2.4472604,-1.0929724,0.6945516,2.0095747,748,train,2.0095747
-2.5947218,-0.23488098,0.04602451,3.2615094,-0.113147214,-0.6480478,1.2462189,1.0505592,2754,train,1.0505592
-0.034432378,-0.50426346,0.05717415,3.1771958,-1.4641045,-0.30722508,1.0262932,1.4564031,304,train,1.4564031
0.89513427,-0.082033254,-0.14871949,0.54969734,0.9279143,-0.9620065,0.84761703,1.110713,2829,train,1.110713
-3.3884456,0.20995723,-0.087022655,2.1874843,1.5504826,-0.23726021,1.2968602,1.1232193,1265,train,1.1232193
2.6540673,-0.7918232,0.15813096,1.2941693,-2.0261214,-0.70275146,1.0363024,1.4928632,1553,train,1.4928632
1.7995441,-0.08644549,-0.16830269,0.57096237,0.5321602,-1.0785416,0.720951,1.1815904,1307,train,1.1815904
-2.443421,-0.27065182,0.05493355,3.3592823,-0.3008363,-0.6177886,1.2319107,1.1651436,1556,train,1.1651436
0.092461206,-0.2056561,-0.09702877,1.408454,0.491316,-0.57584625,0.9111252,1.2108612,36,train,1.2108612
9.200195,-1.3598288,0.43858176,-4.0164475,-3.2831948,-1.3413982,1.2045636,1.1773218,154,train,1.1773218
1.0947648,-0.19672586,-0.14340615,1.092687,0.28230715,-0.80714905,0.81754124,1.1733758,810,train,1.1733758
-0.26757488,0.1850331,-0.18560633,1.2546462,1.9039056,-0.8918451,0.85011727,0.9925933,2137,train,0.9925933
1.6807476,-0.1727555,-0.12733848,0.22443825,1.4598135,-1.0650606,0.81884503,1.1520698,2056,train,1.1520698
-0.009167799,-0.19363014,-0.09731911,1.3610733,0.57720006,-0.5813997,0.9275301,1.1669253,78,train,1.1669253
1.0382153,-0.23199011,-0.12563792,1.2574208,0.10959337,-0.6977838,0.81660926,1.1652213,226,train,1.1652213
8.770123,-1.3774066,0.36492717,-2.4565113,-3.3108695,-1.7346095,0.97557205,0.7455798,139,train,0.7455798
1.3354355,-0.72221977,0.15152322,2.9185753,-1.7579547,-1.2291857,0.9863611,1.3704691,101,train,1.3704691
-2.1699462,0.3280869,-0.25453922,2.2987797,1.4471015,-0.108699374,1.2017434,1.2639838,1916,train,1.2639838
5.7935867,1.1230571,-0.7438108,-2.942006,4.852891,-2.0427487,0.6801842,0.5433829,2460,train,0.5433829
-2.6825051,-0.20521235,0.030396162,3.0884838,0.101180784,-0.6616024,1.2655925,1.1027923,1176,train,1.1027923
