station_id,lng,lat,date,PM2.5,row_index,col_index,proj_x,proj_y,dem,w10,d10,t2m,sp,tp,blh,e,r,u10,v10,aod_sat,ndvi
1030A,114.6046,38.0398,20170930,72.73214285714286,2494.0,6585.0,1560759.8749639106,1123720.5251976768,67,1.9589970111846924,1.3219373226165771,296.08544921875,100149.2890625,3.1787512853043154e-05,139.7240753173828,-9.695665539766196e-06,53.7807731628418,0.0451883226633071,1.9584757089614868,0.6053469181060791,2760
1031A,114.5019,38.1398,20170930,74.10714285714286,2478.0,6568.0,1550294.1407386851,1134014.1409644291,75,1.346576690673828,6.0588860511779785,295.70391845703125,99970.3046875,3.0381888791453093e-05,102.7422866821289,-8.804408025753219e-06,56.17023849487305,0.1421278715133667,1.339055061340332,0.6349625587463379,3733
1032A,114.4586111,38.00583333,20170930,58.96428571428572,2499.0,6561.0,1550102.7979398533,1117361.25585124,73,1.6689964532852173,12.22000503540039,295.47247314453125,99566.0390625,4.406053994898684e-05,117.23342895507812,-9.40491463552462e-06,55.73377227783203,0.3532597422599792,1.6311826705932615,0.5624557137489319,3095
1033A,114.53305559999998,38.01777778,20170930,54.32142857142857,2497.0,6573.0,1555668.2103117425,1119961.434802212,72,1.8096550703048704,6.359187602996826,295.8675842285156,100019.7734375,3.689719596877694e-05,129.0147705078125,-9.5173527370207e-06,54.35937881469727,0.200433149933815,1.7985210418701172,0.6012784242630005,3586
1034A,114.5214,38.0524,20170930,81.66071428571429,2492.0,6571.0,1553921.371897637,1123903.547914651,78,1.7035472393035889,6.382794380187988,295.81170654296875,100017.640625,3.360359914950095e-05,121.28363037109376,-9.319501259597018e-06,54.87617111206055,0.1893789917230606,1.6929881572723389,0.5494735240936279,2522
1035A,114.3541,37.9097,20170930,61.8,2515.0,6545.0,1544172.496295803,1104256.71834455,326,1.703995943069458,22.52314758300781,294.5590209960937,98204.484375,8.596893167123199e-05,112.2973175048828,-9.92705190583365e-06,58.391719818115234,0.6527087688446045,1.5740309953689575,0.5543336272239685,6973
1036A,118.1662,39.6308,20170930,35.875,2239.0,7155.0,1794193.979789944,1373720.0724208166,30,1.744629979133606,197.3908843994141,294.1426696777344,100927.375,0.0002266786032123,160.70437622070312,-8.906968105293345e-06,62.098392486572266,-0.5214354991912842,1.6648839712142944,0.8008750677108765,2831
1037A,118.144,39.643,20170930,37.32142857142857,2237.0,7151.0,1792159.3766959591,1374761.4641271755,30,1.7398499250411987,198.084716796875,294.1667175292969,100910.0703125,0.0002233858394902,159.60963439941406,-8.983687621366698e-06,61.90864944458008,-0.5400741696357727,1.653903841972351,0.7550247311592102,3221
1038A,118.1853,39.6407,20170930,47.7962962962963,2238.0,7158.0,1795363.4933915236,1375242.7118771877,35,1.7329164743423462,197.2813873291016,294.0783386230469,100912.4453125,0.0002356456825509,159.79583740234375,-8.970246199169196e-06,62.351505279541016,-0.5147738456726074,1.654692530632019,0.7600129842758179,4953
1039A,118.2185,39.6679,20170930,39.875,2233.0,7163.0,1797109.8688146814,1379074.404434926,31,1.692686676979065,197.47683715820312,293.9213256835937,100861.3984375,0.0002580931759439,155.981201171875,-9.312117981608026e-06,62.98738098144531,-0.5083335638046265,1.6145541667938232,0.7233968377113342,3174
1040A,118.1838,39.65782,20170930,50.75,2235.0,7157.0,1794761.4946568122,1377245.0896162903,23,1.716301441192627,197.83306884765625,294.040771484375,100882.71875,0.0002410561428405,157.79385375976562,-9.12736140890047e-06,62.429935455322266,-0.5255931615829468,1.6338428258895874,0.7552027106285095,2891
1041A,118.1997,39.6295,20170930,43.83928571428572,2239.0,7160.0,1796777.237854065,1374178.0916289124,33,1.7354429960250854,196.9615020751953,294.0644226074219,100919.3359375,0.000237476764596,160.34231567382812,-8.919903848436661e-06,62.43583297729492,-0.5062649250030518,1.6599572896957395,0.7352085709571838,4764
