station_id,lng,lat,date,PM2_5,row_index,col_index,proj_x,proj_y,dem,w10,d10,t2m,sp,tp,blh,e,r,u10,v10,aod_sat,ndvi
1001A,116.366,39.8673,20170601,54.73389356,2201,6867,1650847.552,1370268.366,46,0.458176732,68.18715668,284.5610657,100809.2734,0.001006295,134.995636,-6.92884e-06,46.31597519,0.425366431,0.170262426,0.870966613,2401
1002A,116.17,40.2865,20170601,48.08073654,2134,6835,1625003.973,1416959.964,420,0.70919323,162.6338501,282.9076843,97125.08594,0.001043523,157.7759705,-6.23878e-06,53.60550308,0.211734444,-0.676848233,0.712079525,5255
1003A,116.434,39.9522,20170601,54.89859155,2188,6877,1653776.71,1381524.305,48,0.27549094,75.46051788,284.4922485,100830.9688,0.001002024,129.9712982,-6.67928e-06,45.53746414,0.266665608,0.06917157,0.87581104,2609
1004A,116.434,39.8745,20170601,52.26638177,2200,6877,1655828.045,1372270.098,45,0.376301795,52.71779251,284.6362,100936.8047,0.001010466,138.7939606,-7.13398e-06,45.38791275,0.299402714,0.227949664,0.869679332,2420
1005A,116.473,39.9716,20170601,53.18907563,2185,6884,1656224.681,1384491.842,40,0.186894715,64.81201172,284.5065613,100880.1797,0.00101927,130.5205994,-6.75659e-06,44.79011917,0.169121414,0.079546101,0.873232245,3296
1006A,116.361,39.9425,20170601,53.87780899,2189,6866,1648488.68,1379142.177,55,0.415028334,89.74723053,284.4081421,100729.1953,0.000993201,126.2128677,-6.42526e-06,46.70851517,0.415024221,0.001850144,0.868779421,2062
1007A,116.315,39.9934,20170601,50.41736695,2181,6858,1643658.083,1384435.679,52,0.532783926,107.7722931,284.2668762,100620.9141,0.000982214,117.6309509,-5.88151e-06,47.84044647,0.507366955,-0.162596047,0.841994762,3138
1008A,116.72,40.1438,20170601,51.04366197,2157,6923,1670359.51,1409179.402,32,0.316639096,281.3189392,284.2118835,100659.0703,0.001038028,138.4461365,-7.09797e-06,46.57427216,-0.310483634,-0.06213069,0.804893494,3137
1009A,116.644,40.3937,20170601,46.92151163,2117,6911,1657945.02,1437655.317,169,0.415816933,170.0383453,283.5123596,98736.03125,0.001102607,154.2833405,-6.18209e-06,50.75003433,0.071967669,-0.409541667,0.71338582,5288
1010A,116.23,40.1952,20170601,48.23876404,2149,6845,1631926.783,1407069.146,57,0.647320211,147.3508606,284.052002,100057.2891,0.001045819,141.0935364,-6.08105e-06,51.74059296,0.349266022,-0.545010746,0.785904706,3249
1011A,116.407,40.0031,20170601,51.25069638,2180,6873,1650384.299,1387133.42,47,0.307361811,103.0270462,284.3847656,100716.8516,0.000990527,123.1825027,-6.28568e-06,46.14625931,0.299455166,-0.069266826,0.850230277,3301
1012A,116.225,39.9279,20170601,56.0694051,2192,6844,1638539.229,1375127.894,66,0.690516233,95.00730133,283.905365,99824.0,0.001066209,121.4498749,-6.00324e-06,49.16394043,0.687883854,-0.060236473,0.826856971,3691
1015A,117.145,39.1654,20170601,50.42458101,2314,6991,1729155.563,1300184.178,6,1.027325869,188.9700317,285.4299316,101665.4531,0.000777989,198.2338409,-1.75793e-05,49.15804672,-0.160173729,1.014762402,0.864020705,2398
1017A,117.237,39.1082,20170601,53.32777778,2323,7006,1737780.138,1295015.283,6,1.036170483,190.2543945,285.3269653,101627.0625,0.000786181,201.5840607,-2.18549e-05,50.02039719,-0.184452325,1.019620776,0.854233265,1963
1018A,117.202,39.0927,20170601,50.48033708,2325,7000,1735514.748,1292556.453,7,1.049154043,190.5059357,285.3424377,101628.2266,0.000783038,200.5014801,-2.15297e-05,49.92195129,-0.191293985,1.031567097,0.86217165,2368
1019A,117.1837,39.2133,20170601,50.36938202,2306,6997,1730819.413,1306554.085,4,0.993955493,187.8487396,285.393158,101661.0234,0.000790286,198.542923,-1.63274e-05,48.99599457,-0.135728583,0.984644711,0.8648597,2504
1021A,117.307,39.0877,20170601,50.33704735,2326,7017,1743718.47,1293821.852,4,1.035703421,190.5746002,285.2901917,101639.6328,0.000789262,205.2225037,-2.32386e-05,50.41941071,-0.190062314,1.018114924,0.847042978,2347
1024A,117.457,38.8394,20170601,48.95238095,2366,7041,1762091.446,1267036.935,3,1.206597447,193.9273834,285.5480957,101681.9141,0.000769883,232.6412964,-3.71346e-05,51.7426033,-0.290409952,1.171127439,0.817716777,1970
1027A,117.157,38.9194,20170601,57.08866279,2353,6993,1736776.761,1271187.896,2,1.121411681,193.9801331,285.2681885,101692.0469,0.000799512,196.5031586,-2.22992e-05,50.57588577,-0.270908982,1.088196874,0.841988325,3110
1029A,114.4548,38.0513,20170601,68.18472222,2492,6561,1548715.837,1122720.941,80,0.714270592,46.39890671,285.8171692,100146.5078,0.001021511,123.3626328,-8.71733e-06,52.38289642,0.517233551,0.492597163,0.809952021,2249
1030A,114.6046,38.0398,20170601,72.15181058,2494,6585,1560759.875,1123720.525,67,0.632721186,15.83794117,286.2159424,100659.2266,0.00095308,139.9359436,-9.27118e-06,50.37906265,0.172675565,0.608702898,0.83161515,2543
1031A,114.5019,38.1398,20170601,72.54901961,2478,6568,1550294.141,1134014.141,75,0.478524715,40.81724167,285.9184875,100477.2188,0.001008369,118.8057404,-8.66783e-06,51.44268036,0.312779278,0.362153322,0.81189847,3324
1032A,114.4586111,38.00583333,20170601,64.80532213,2499,6561,1550102.798,1117361.256,73,0.784852922,45.74318695,285.8088684,100056.0938,0.001023395,127.3562927,-8.78532e-06,52.42238235,0.562113583,0.547743022,0.810598135,2383
1033A,114.5330556,38.01777778,20170601,68.20833333,2497,6573,1555668.21,1119961.435,72,0.688386977,32.56216049,286.0679932,100526.4922,0.000986558,132.7654266,-9.04454e-06,51.11368561,0.370489955,0.580184281,0.831135094,2525
1034A,114.5214,38.0524,20170601,75.23955432,2492,6571,1553921.372,1123903.548,78,0.650838554,34.59516525,286.027832,100525.2734,0.000993834,128.5818024,-8.92902e-06,51.25087738,0.36951983,0.535766661,0.82115227,2190
1035A,114.3541,37.9097,20170601,52.41044776,2515,6545,1544172.496,1104256.718,326,1.017769933,56.64455795,285.2039795,98639.57031,0.001074703,128.0363464,-8.60246e-06,55.35539627,0.850102127,0.55962652,0.768948793,4667
1036A,118.1662,39.6308,20170601,47.58448753,2239,7155,1794193.98,1373720.072,30,0.678802371,193.2322235,284.0889587,101426.6172,0.000736898,184.281189,-8.81654e-06,51.74806595,-0.155372381,0.660781443,0.808539331,2423
1037A,118.144,39.643,20170601,45.89027778,2237,7151,1792159.377,1374761.464,30,0.682202995,194.4754333,284.1112671,101409.3594,0.000739086,182.9657745,-8.82367e-06,51.56108856,-0.170521781,0.660547674,0.796505332,2243
1038A,118.1853,39.6407,20170601,50.95949721,2238,7158,1795363.493,1375242.712,35,0.666424394,193.2201538,284.0407715,101410.5703,0.000737926,183.8976593,-8.82957e-06,51.91472244,-0.152402371,0.648764193,0.797506988,2512
1039A,118.2185,39.6679,20170601,49.28212291,2233,7163,1797109.869,1379074.404,31,0.631409109,194.1865387,283.9333801,101356.7422,0.000743904,181.6531982,-8.92103e-06,52.270298,-0.154741004,0.612154126,0.787240982,2393
1040A,118.1838,39.65782,20170601,55.8933518,2235,7157,1794761.495,1377245.09,23,0.657153845,194.4245148,284.01828,101379.8984,0.000741303,182.249054,-8.86001e-06,51.90407562,-0.163695231,0.636439383,0.798998117,2073
1041A,118.1997,39.6295,20170601,51.32686981,2239,7160,1796777.238,1374178.092,33,0.665033042,192.6335602,284.0272827,101417.3594,0.00073672,184.5201263,-8.8188e-06,52.00143433,-0.145448238,0.648932755,0.791115284,2999
1043A,119.7624,40.0181,20170601,27.50418994,2177,7410,1903496.867,1449599.41,33,0.651797354,115.4212189,283.00354,101085.8047,0.000714438,261.8578186,-3.80611e-05,58.62321472,0.588704646,-0.279761702,0.663945794,2835
1044A,119.6023,39.9567,20170601,38.59305556,2187,7384,1893305.169,1439250.091,16,0.535373449,127.8735886,282.9306641,100750.7813,0.000745355,246.7146149,-3.376e-05,58.48239899,0.422627807,-0.328649431,0.682995021,1835
1046A,119.5369,39.9419,20170601,36.63826816,2189,7374,1888823.631,1436241.979,8,0.472314358,127.2269135,283.1615601,100802.5938,0.000743226,236.7299347,-3.0455e-05,58.43154907,0.376097023,-0.285712928,0.681556523,2614
1047A,114.5129,36.61763,20170601,72.55013928,2721,6570,1587617.056,953010.0448,57,0.517950594,33.63252258,287.1910095,100660.4609,0.000737673,187.0337219,-9.77042e-06,52.61444092,0.286866874,0.431254238,0.808477104,2444
1048A,114.5426,36.6164,20170601,75.5491573,2721,6575,1590031.055,953344.1355,55,0.515759468,26.72362709,287.2576294,100767.0391,0.000736678,189.2630768,-9.73578e-06,52.43909454,0.231924117,0.460672349,0.802488446,2694
1049A,114.5035,36.5776,20170601,73.41736695,2728,6569,1587819.037,948101.7257,58,0.495076835,30.87116623,287.236084,100660.5781,0.000731497,188.6877289,-1.00877e-05,52.66633606,0.254021794,0.42493999,0.79543376,2499
1050A,114.4965,36.61981,20170601,70.51810585,2721,6567,1586248.191,953004.222,60,0.522804618,37.71175385,287.1472473,100565.875,0.000738263,185.5763855,-9.77771e-06,52.73729324,0.319785953,0.413595915,0.802223086,2015
1051A,115.493,38.8632,20170601,57.32777778,2362,6727,1609736.565,1236167.122,21,0.45382151,47.74733353,285.6299133,101191.0781,0.000989744,128.864624,-8.07344e-06,46.71962357,0.335905194,0.305158406,0.8721416,1915
1052A,115.5223,38.8957,20170601,56.74789916,2357,6732,1611183.934,1240519.241,17,0.467236191,46.89681625,285.6257324,101233.1563,0.000988291,128.7496796,-8.41291e-06,46.76945877,0.34113276,0.319277465,0.865892828,2754
1053A,115.4713,38.9108,20170601,58.6801676,2354,6723,1606857.795,1241483.161,19,0.485465735,65.62568665,285.5649719,101177.1875,0.000996376,124.1079941,-7.84799e-06,47.35251236,0.442188799,0.200364783,0.861819804,2911
1054A,115.4612,38.8416,20170601,57.22093023,2365,6722,1607818.668,1233073.103,21,0.444795907,51.28313446,285.6244507,101154.9141,0.000993803,128.6222076,-8.06088e-06,46.9811821,0.347043008,0.27821672,0.876563072,2389
1055A,115.442,38.8756,20170601,50.77170868,2360,6719,1605476.638,1236810.092,24,0.475105911,64.50136566,285.6015015,101157.2109,0.000996274,125.5256729,-7.90693e-06,47.43140411,0.428821683,0.204542384,0.863855243,2743
1056A,115.5214,38.8707,20170601,55.75207756,2361,6731,1611745.532,1237526.172,18,0.459951103,42.49386597,285.6372986,101214.4844,0.000986871,130.1126099,-8.39153e-06,46.66978836,0.310694754,0.339151561,0.877610922,2250
1057A,114.8985,40.8367,20170601,26.28910615,2046,6632,1515272.393,1462367.043,920,0.938503146,343.3285522,279.1560059,90271.85156,0.000821549,209.9865265,-3.5811e-06,49.03476715,-0.269316286,-0.899031103,0.484285414,3527
1059A,114.8814,40.8115,20170601,30.67267267,2050,6629,1514606.676,1459087.9,765,0.887655675,345.9730835,279.5247803,90913.33594,0.000830745,205.2168427,-3.56681e-06,48.51435471,-0.215221807,-0.8611691,0.500058711,1607
1060A,114.9032,40.7688,20170601,29.62188366,2057,6632,1517293.988,1454314.903,732,0.788001418,348.1275024,279.9213257,91569.39063,0.000856444,198.5297852,-3.54484e-06,47.89870453,-0.162186235,-0.771130264,0.502401352,2191
1061A,114.904,40.8725,20170601,29.97752809,2040,6633,1514805.616,1466735.845,902,1.004780173,341.3278198,278.6998596,89477.35938,0.00080777,216.4284363,-3.59591e-06,49.69035339,-0.321762592,-0.9518677,0.478150576,3146
1062A,117.9664,40.9161,20170601,23.53472222,2034,7123,1742668.244,1522703.128,361,0.285557777,59.21615982,281.2525635,95837.97656,0.000901264,225.9160004,-4.66914e-06,49.97110367,0.245319471,0.146156117,0.612190962,3055
1063A,117.9525,40.9843,20170601,23.03760446,2023,7120,1739704.031,1530562.888,372,0.236213982,74.86058044,280.9880981,95162.17969,0.000922693,222.1085663,-4.33684e-06,49.40387344,0.228013366,0.061700508,0.596278071,3443
1064A,117.963,40.9359,20170601,32.35972222,2030,7122,1741854.775,1524996.111,404,0.263637125,64.08573151,281.1552734,95583.27344,0.000908621,224.5165863,-4.54778e-06,49.76586914,0.237124324,0.115224048,0.611416996,4011
1065A,117.8184,40.9733,20170601,26.00983146,2024,7099,1730033.055,1526887.49,447,0.533103108,79.24391174,280.9381714,95493.07813,0.001018807,217.4887848,-3.99259e-06,50.00828552,0.523732722,0.099513598,0.620603979,3845
1066A,117.9384,41.0112,20170601,27.04519774,2018,7118,1737894.456,1533510.946,384,0.231628314,84.36236572,280.8522034,94833.22656,0.000936639,221.4330139,-4.24276e-06,49.28611755,0.230506957,0.022764392,0.589861631,4430
1067A,116.6838,39.5178,20170601,45.49159664,2257,6917,1684335.023,1334059.153,17,0.669777513,3.102200031,285.3367004,101485.4297,0.001031511,185.1394653,-8.91056e-06,46.43391037,0.036245476,0.668796062,0.894027174,2826
1068A,116.7729,39.5747,20170601,42.60393258,2248,6932,1689617.989,1342357.198,14,0.69102627,0.678993583,285.2820129,101536.25,0.001078529,187.1360474,-9.09951e-06,46.61048889,0.008191353,0.690977752,0.875583827,3295
1070A,116.7464,39.5343,20170601,46.71830986,2255,6927,1688676.496,1337096.298,15,0.685273647,2.063803434,285.3218994,101502.4609,0.001052768,189.2041473,-9.0666e-06,46.73443604,0.024677454,0.684829175,0.876384199,2900
1071A,116.8854,38.2991,20170601,49.09749304,2452,6950,1732520.575,1192780.49,9,1.185975075,203.5504456,285.6523132,101553.2891,0.000931695,180.4525604,-9.50657e-06,50.57389832,-0.473850638,1.08719933,0.841551185,1938
1072A,116.8584,38.3254,20170601,47.80055402,2448,6945,1729712.705,1195425.204,10,1.189601421,203.3277283,285.6799927,101562.4922,0.000925066,180.3520813,-9.42188e-06,50.51550293,-0.471057355,1.092362881,0.839398623,2171
1073A,116.8709,38.3228,20170601,54.73184358,2448,6947,1730755.299,1195336.823,9,1.189467311,203.3088531,285.6641235,101564.7656,0.000926884,180.3038177,-9.42345e-06,50.5304451,-0.470644176,1.092394948,0.85095942,2064
1074A,115.6951,37.7575,20170601,58.14285714,2539,6759,1653497.29,1107962.694,22,1.171304941,207.1447449,286.6327515,101397.5391,0.000760664,202.3623657,-1.17335e-05,49.35187531,-0.534381628,1.042301178,0.857591271,2515
1075A,115.6426,37.7379,20170601,63.57938719,2542,6751,1649861.277,1104751.109,22,1.160543799,206.9411774,286.6635437,101373.5625,0.000767126,202.7361755,-1.1905e-05,49.30101013,-0.525799572,1.034599781,0.857527614,2870
1076A,115.6906,37.739,20170601,61.18333333,2542,6758,1653612.94,1105688.704,23,1.175037026,207.3005524,286.637146,101386.4922,0.000766754,202.8595123,-1.18784e-05,49.38758087,-0.53892535,1.044160604,0.860339403,2074
1077A,114.4821,37.0967,20170601,74.24929972,2645,6565,1573699.917,1009473.467,73,0.784852684,56.6906395,286.5733337,100195.5781,0.000809905,162.1003723,-8.74116e-06,52.13700485,0.655902684,0.431028306,0.78845191,3407
1078A,114.5261,37.0533,20170601,69.78910615,2652,6572,1578246.806,1005016.69,66,0.719194293,48.03390503,286.7686768,100496.375,0.000814298,169.0746307,-9.01153e-06,51.70103073,0.534738362,0.480931759,0.80171752,2787
1079A,114.5331,37.0964,20170601,77.58595989,2645,6573,1577772.38,1010255.645,63,0.722749174,46.28990555,286.741272,100519.875,0.000811932,167.5183258,-8.96764e-06,51.57893372,0.522424042,0.49943918,0.792474091,3384
1080A,114.4854,37.062,20170601,68.37955182,2650,6566,1574792.451,1005398.511,76,0.769093096,55.5141449,286.6465454,100286.4063,0.000811564,164.4893494,-8.83304e-06,52.05469131,0.633924842,0.435480744,0.792172372,2071
1081A,112.522,37.8873,20170601,63.20200573,2518,6252,1400116.06,1074131.886,789,0.351269156,142.4073334,282.8933716,91141.88281,0.001105974,143.0342102,-5.57305e-06,52.66632462,0.214309961,-0.278318644,0.521944702,2009
1083A,112.434,38.0108,20170601,50.17329545,2498,6237,1390508.729,1087657.99,887,0.559365928,97.60449219,281.4598694,89016.79688,0.001351818,152.6072235,-4.84214e-06,54.33678055,0.554450095,-0.073995315,0.481554806,4129
1084A,112.469,37.7124,20170601,76.31481481,2546,6243,1399684.64,1052458.545,770,0.391314059,157.9328003,282.8416138,90310.10938,0.001006434,135.7093811,-6.25103e-06,51.44281387,0.147043794,-0.36263594,0.511800647,2824
1085A,112.5583,37.7394,20170601,58.13936782,2542,6257,1406180.472,1056962.193,773,0.233418897,344.4013062,283.4790344,91541.60156,0.000926575,138.4499817,-6.31353e-06,51.36520004,-0.062784836,-0.224816471,0.519560695,2969
1086A,112.5369,37.8692,20170601,65.43201133,2521,6254,1401684.55,1072179.323,788,0.334386617,151.2243347,282.959198,91149.10156,0.001070591,142.3695221,-5.67258e-06,52.47053146,0.160990313,-0.293081105,0.50754863,1947
1087A,112.57,37.8195,20170601,62.8782235,2529,6259,1405376.252,1066708.03,786,0.319642693,177.1777954,283.1853638,91309.27344,0.000980009,141.3523102,-5.93812e-06,51.98262024,0.015767714,-0.319253564,0.511066437,1775
1088A,112.549,37.9854,20170601,57.60422535,2502,6256,1400132.117,1086251.917,822,0.273020446,102.5704422,282.8140564,91173.55469,0.001138521,147.1578522,-5.05958e-06,53.4700737,0.266479075,-0.059406016,0.494856417,3155
1089A,112.488,37.7805,20170601,67.54843305,2535,6246,1399725.925,1060873.397,787,0.506280482,156.6732941,282.6539001,90270.96875,0.001074885,137.1691589,-6.10227e-06,51.81279373,0.200511262,-0.464881897,0.501628935,2474
1090A,111.651,40.7579,20170601,34.55742297,2059,6112,1272205.141,1406838.292,1032,0.480284065,174.4728241,280.5791931,89050.00781,0.000670869,165.0842743,-4.64752e-06,42.45566559,0.046302769,-0.478046894,0.400845587,2177
1091A,111.658,40.8033,20170601,36.70612813,2052,6113,1271799.182,1412395.029,1047,0.64222759,168.9503174,280.3956909,88754.35938,0.000686376,172.7218628,-4.59743e-06,43.12671661,0.123144269,-0.630310833,0.413114309,1389
1092A,111.659,40.8452,20170601,36.20612813,2045,6113,1271011.17,1417452.957,1065,0.759677112,164.9285889,279.759613,87643.83594,0.000700155,180.3152008,-4.55001e-06,43.81771469,0.197595403,-0.733529389,0.405095398,1987
1093A,111.608,40.8144,20170601,45.11331445,2050,6105,1267790.187,1413085.414,1053,0.743772686,164.3409271,280.040802,88076.39063,0.00070384,174.5379944,-4.60524e-06,43.45690536,0.200814128,-0.716150463,0.396783859,1946
1094A,111.751,40.8369,20170601,38.55774648,2046,6128,1278134.455,1417647.034,1068,0.613084853,172.1980591,280.0837097,88321.92188,0.000671681,180.0339966,-4.51346e-06,43.51042175,0.083279334,-0.607402325,0.388767004,2219
1095A,111.7277,40.8062,20170601,31.32590529,2051,6124,1277009.198,1413648.174,1054,0.553308249,174.0455322,280.4075317,88840.03125,0.000671471,174.2926178,-4.5613e-06,43.03878403,0.0574481,-0.550317824,0.401169062,2271
1096A,111.551,40.7866,20170601,47.61559889,2054,6096,1264049.635,1409003.431,1061,0.732593179,162.3698578,280.0075989,87935.23438,0.000709469,169.8008575,-4.65631e-06,43.23674393,0.221939936,-0.698165774,0.399120927,2130
1097A,111.717,40.7612,20170601,35.41242938,2058,6123,1277130.917,1408091.765,1043,0.394788593,357.4675598,280.5509033,89054.10156,0.000661266,166.6556396,-4.61145e-06,42.33866882,-0.017479463,-0.394401431,0.402627587,2312
1098A,123.6836,41.9339,20170601,26.52638889,1871,8037,2129556.98,1755592.0,125,0.876135111,0.49298948,280.3681641,100458.2188,0.001152093,283.7866211,-9.02257e-06,52.2916832,0.007538188,0.876102686,0.544104815,2857
1099A,123.535,41.7561,20170601,38.46111111,1899,8014,2125064.261,1731543.178,52,0.864560127,184.8525391,280.6159973,100931.125,0.001125928,269.4874878,-8.46305e-06,51.41911697,-0.073132396,0.861461461,0.558077097,2960
1100A,123.439,41.7089,20170601,36.12638889,1907,7998,2119763.498,1723938.092,44,0.84405303,182.6966858,280.7333984,101100.0703,0.001112594,269.436676,-8.63853e-06,50.94733429,-0.039709948,0.84311837,0.575883746,2433
1102A,123.542,41.8336,20170601,30.66997167,1887,8015,2122856.064,1740776.091,56,0.859084368,181.4778137,280.6018066,100910.4297,0.001130205,275.5848083,-8.53349e-06,51.31137848,-0.022155104,0.858798623,0.561574757,2468
1103A,123.428,41.8472,20170601,31.03651685,1885,7996,2114140.965,1739912.225,50,0.835658491,3.99313736,280.6773682,101048.8359,0.001111497,280.2225037,-8.59948e-06,50.39046478,0.058191247,0.833629966,0.558842957,3040
1104A,123.41,41.765,20170601,38.61699164,1898,7994,2115706.35,1729888.82,43,0.828971922,1.479269505,280.7277832,101098.9844,0.001110342,275.3372803,-8.63597e-06,50.45639801,0.021399353,0.828695655,0.582520604,2436
1105A,123.478,41.7775,20170601,34.99164345,1896,8004,2120191.03,1732819.701,48,0.844963849,181.2673645,280.6740417,101021.7422,0.001120052,272.8754578,-8.53062e-06,50.82132339,-0.018687231,0.84475714,0.570454121,2136
1106A,123.3997,41.7972,20170601,38.97206704,1893,7992,2113838.332,1733441.871,47,0.822690725,3.805352211,280.7196655,101090.9219,0.001108439,278.0549927,-8.64848e-06,50.32461929,0.054598246,0.820877016,0.575678408,1586
1108A,123.3783,41.9228,20170601,34.71727019,1872,7989,2107914.594,1747707.935,48,0.83898133,9.385151863,280.6687012,101060.6953,0.001095354,287.2320251,-8.63452e-06,49.98429871,0.136808962,0.827751756,0.554728389,3093
1109A,121.6119444,38.97388889,20170601,30.28830084,2344,7706,2076360.891,1364078.986,23,0.200011507,115.6109848,284.403717,101277.9688,0.000439464,492.7960205,-9.28801e-05,61.71054459,0.180365443,-0.086445987,0.628965855,2263
1110A,121.565,38.95111111,20170601,28.5,2348,7698,2073528.812,1360414.358,27,0.202048704,113.3042221,284.4041138,101105.7891,0.000428921,504.8711853,-9.69823e-05,61.75147629,0.185569659,-0.079922333,0.641193926,2532
1111A,121.5638889,38.885,20170601,28.35180055,2358,7698,2075594.463,1352631.914,38,0.244522199,111.6177979,284.4536133,101045.5469,0.000425188,513.6858521,-0.000101538,61.83102036,0.227328181,-0.0900722,0.650078833,2716
1112A,121.6330556,38.91194444,20170601,30.51815642,2354,7709,2079987.485,1357256.377,46,0.282652378,113.857338,284.4724426,101299.0703,0.00044155,503.0411987,-9.79461e-05,61.74584961,0.258507937,-0.114306651,0.625500381,2470
1113A,121.625,38.86388889,20170601,25.54366197,2362,7708,2080940.256,1351447.218,26,0.297588795,113.5048523,284.4838867,101284.4922,0.000440985,514.1121216,-0.000102745,61.78464508,0.272903681,-0.118670449,0.636235833,5164
1114A,121.5180556,38.85611111,20170601,26.56786704,2363,7691,2073038.628,1348273.928,24,0.215485036,109.3980713,284.492218,100957.6875,0.000413171,519.9678345,-0.00010416,61.92812347,0.203256816,-0.07155744,0.646775424,3366
1115A,121.2588889,38.80805556,20170601,26.59773371,2371,7649,2054810.717,1337188.296,16,0.055798065,60.41362381,284.6854553,101431.5781,0.000366197,498.5209656,-8.64496e-05,61.68934631,0.048521832,0.027550969,0.638872385,3905
1117A,121.7769,39.0511,20170601,29.50833333,2332,7732,2086380.808,1376633.089,36,0.22735922,121.3709869,284.0149536,101059.1094,0.000464833,449.9803772,-7.95607e-05,61.49964142,0.194130003,-0.118345924,0.629770041,2882
1118A,121.9769,39.0631,20170601,25.05477528,2330,7764,2101175.915,1382302.305,22,0.332625717,119.8187866,283.7857971,101264.1484,0.000470483,433.2407532,-7.18987e-05,61.11878967,0.288597077,-0.16538316,0.610258937,5345
1119A,125.323,43.9167,20170601,30.47464789,1553,8300,2173758.545,2023400.317,214,1.332660198,44.47698212,277.7146606,99044.82031,0.001096506,265.1932373,-1.02064e-05,59.26754379,0.933670282,0.950917006,0.465223789,1750
1120A,125.287,43.91,20170601,31.19134078,1554,8294,2171509.168,2021822.145,221,1.341006994,44.61652374,277.7460938,99074.32813,0.001087155,266.0755005,-1.04008e-05,59.1226387,0.941845536,0.954581976,0.473524392,2157
1121A,125.2786,43.84,20170601,32.66760563,1566,8293,2173527.286,2013464.141,228,1.351730108,44.96036148,277.7688599,99040.33594,0.001096958,267.8677063,-1.20344e-05,59.49041367,0.955133975,0.956500649,0.478527367,2189
1122A,125.3649,43.8748,20170601,29.41114458,1560,8306,2178227.372,2019437.433,198,1.324145079,44.50125122,277.6734619,98947.71094,0.00111393,265.17453,-1.06744e-05,59.65094757,0.928104579,0.944447994,0.473441273,1843
1123A,125.325,43.8694,20170601,31.45596591,1561,8300,2175657.624,2017923.138,213,1.338708639,44.75065613,277.7271729,99009.95313,0.001105189,266.1532593,-1.10318e-05,59.51631165,0.942459583,0.950742185,0.468061507,2501
1124A,125.454,43.7878,20170601,22.37073864,1574,8321,2187664.251,2011264.353,242,1.296965241,44.60767365,277.5579529,98681.42969,0.001147033,263.9197083,-1.01526e-05,60.41678619,0.910770535,0.92337203,0.468828708,3106
1125A,125.633,43.55,20170601,26.19602273,1612,8349,2209040.299,1987533.649,221,1.301642656,41.46250534,277.507019,98710.07813,0.001216662,256.736908,-8.99204e-06,61.24198151,0.86183548,0.975455284,0.457995176,3629
1126A,125.417,43.8667,20170601,34.31728045,1561,8315,2182147.051,2019648.122,212,1.3043046,44.22899628,277.594696,98838.07031,0.001129022,263.966217,-1.03284e-05,59.92636871,0.909767389,0.934630275,0.484565318,2409
1127A,125.25,43.8167,20170601,26.91520468,1569,8288,2172404.572,2010111.368,208,1.359662056,45.00798798,277.8009338,99072.00781,0.00109049,269.1202393,-1.28545e-05,59.46441269,0.961538076,0.961314499,0.478931129,2408
1128A,125.217,43.85,20170601,27.01971831,1564,8283,2168874.945,2013270.564,215,1.360637546,44.88332748,277.8160095,99117.67969,0.00107708,268.9192505,-1.18619e-05,59.16466522,0.960132599,0.964095354,0.473345518,2004
1129A,126.542,45.755,20170601,32.56527778,1259,8495,2187092.809,2264692.215,115,1.222982526,50.12163925,276.0447998,99902.85938,0.000711808,211.2042847,-6.9082e-06,61.15317154,0.93850559,0.784151495,0.401894063,2315
1130A,126.561,45.8167,20170601,27.96121884,1249,8498,2185976.788,2272291.929,117,1.197531819,51.73068619,275.9894714,100001.2734,0.000710105,209.7124176,-7.10396e-06,61.15815353,0.940172374,0.741726696,0.412337601,2548
1131A,126.979,45.5422,20170601,33.17847025,1293,8565,2224665.012,2249767.507,142,1.1245296,36.37899017,275.5332336,99554.6875,0.00081715,212.2166138,-6.81518e-06,64.67676544,0.666968286,0.905384004,0.432353258,1812
1133A,126.689,45.7733,20170601,34.81805556,1256,8518,2196219.656,2270099.222,127,1.234857917,46.91785049,275.8401794,99835.10938,0.000724032,211.1270752,-7.18747e-06,61.61277008,0.901889026,0.843486905,0.407940894,1376
1134A,126.635,45.7667,20170601,32.13547486,1257,8510,2192863.497,2268125.751,130,1.230559111,48.00048447,275.8968506,99870.67188,0.000719989,211.1055908,-7.07197e-06,61.44894028,0.914470315,0.823419571,0.405226946,1120
1135A,126.685,45.7319,20170601,35.66852368,1263,8518,2197560.412,2265196.376,146,1.257589221,45.33588409,275.9059753,99723.54688,0.000729689,211.7245789,-6.93249e-06,61.67489624,0.894426882,0.884042501,0.416167617,1737
1136A,126.646,45.7258,20170601,37.67694805,1264,8511,2195186.437,2263615.338,149,1.253280044,46.32527924,275.9520264,99754.95313,0.000725031,211.8538971,-6.88147e-06,61.55596924,0.906441569,0.865490913,0.411220342,1850
1137A,126.593,45.7478,20170601,37.80972222,1260,8503,2190785.417,2264990.9,125,1.233011007,48.54213715,275.9775391,99857.80469,0.000717233,211.4166107,-6.93665e-06,61.31793594,0.924050808,0.816361547,0.415853322,1449
1138A,126.615,45.61,20170601,34.97091413,1282,8506,2197599.803,2249456.22,173,1.260065436,45.63877869,275.92453,99456.64844,0.000739872,213.9514923,-6.47235e-06,61.83914566,0.900858164,0.881033182,0.415826917,2617
