监测点编码,监测点名称,城市,经度,纬度,date,PM2_5,row_index,col_index,proj_x,proj_y,dem,w10,d10,t2m,sp,tp,blh,e,r,u10,v10,aod_sat,ndvi,id
1907A,南充炼油厂,南充,106.1031,30.8217,20170601,47.4255618,3649,5224,986003.8426,153573.1651,300,0.888030589,308.4597168,290.8873291,97559.91406,0.001398045,150.5676727,-1.21491e-05,75.05997467,-0.695405066,-0.552277148,0.876248121,2900,712
1419A,南坪,重庆,106.54,29.5186,20170601,41.60526316,3857,5294,1042786.306,4137.579975,202,0.68494314,311.4235229,291.7192078,97549.84375,0.00142687,130.9321442,-1.09546e-05,73.22263336,-0.513628006,-0.453137249,0.958242118,1737,353
2307A,监测大楼,六安,116.508,31.7371,20170601,44.06005587,3502,6889,1875096.51,413131.9583,64,0.899863958,248.1708069,288.4790649,101085.0625,0.001928179,177.0330048,-1.21031e-05,68.50600433,-0.835328877,0.334635347,0.79020977,2903,963
1814A,豫西宾馆,洛阳,112.4664,34.6869,20170601,59.93661972,3030,6243,1464253.805,691868.0353,147,0.47071591,212.0818176,287.711731,99078.67188,0.001022207,168.2483826,-1.03006e-05,59.38035965,-0.250004649,0.398837239,0.789968073,2332,633
1901A,东山公园,德阳,104.4219,31.1208,20170601,42.56741573,3601,4955,833789.715,173481.7588,507,0.543905258,176.7321777,290.3390808,94986.32813,0.001026293,150.148819,-1.05076e-05,66.12191772,0.031054454,-0.543018043,0.766114652,3740,706
2402A,广电局,漯河,114.0322,33.5653,20170601,55.8189415,3210,6493,1619942.621,583682.9574,63,0.603703201,230.3164673,288.1911316,100989.7109,0.001529784,202.7234955,-1.26393e-05,62.502491,-0.464589745,0.385504782,0.872941017,2401,1049
1170A,城中,南通,120.87,32.02,20170601,34.07799443,3457,7587,2238511.318,537323.846,7,1.116045117,262.2901611,288.3232422,101695.7031,0.002089722,313.9808044,-2.86828e-05,72.97457886,-1.105949879,0.149771631,0.694758892,2304,151
2644A,汉滨区检察院,安康,109.0072,32.6975,20170601,42.6755618,3348,5689,1210469.108,408518.0412,276,0.63067764,299.1253357,289.3021851,96461.11719,0.001694863,148.0795441,-5.47218e-06,68.78479767,-0.550951779,-0.306930691,0.625590801,3428,1261
1609A,新区,葫芦岛,120.8478,40.715,20170601,32.58615819,2066,7584,1962917.892,1553225.327,24,0.922271192,60.66659927,282.9402771,100838.9297,0.000596107,400.8572083,-6.53703e-05,54.12990952,0.804007053,0.451837182,0.6214481,3128,457
1213A,楚州区监测站,淮安,119.135,33.5039,20170601,45.50277008,3219,7310,2048245.053,671745.646,7,1.03248632,255.4097748,287.4474487,101651.3594,0.0017421,242.3017426,-1.82577e-05,66.64586639,-0.999180734,0.260126501,0.747934103,3144,182
1242A,瓯海,温州,120.634,28.0089,20170601,34.10277778,4099,7549,2341518.945,71385.3921,22,0.551493347,327.9435425,290.423584,100212.3281,0.002784423,256.3656006,-3.21053e-05,81.16259003,-0.292743325,-0.467382342,0.546185672,2428,206
2261A,新建　,七台河,130.8625,45.8194,20170601,28.55477528,1249,9186,2471285.721,2374560.904,185,1.229182959,71.31165314,274.5661011,98913.14844,0.000944573,281.9474792,-6.10919e-06,70.0810318,1.164360404,0.39389804,0.375061423,3027,922
2449A,咸安区政府,咸宁,114.2894,29.8539,20170601,36.90972222,3803,6534,1728092.585,152809.1,48,0.823998511,279.9075928,290.0158997,100697.7813,0.002568891,178.2748413,-1.78984e-05,72.78683472,-0.811717153,-0.141735032,0.799533367,4608,1085
2453A,市立交桥水厂,随州,113.3983,31.7308,20170601,48.91364903,3503,6392,1607578.223,357279.6377,87,0.765293658,274.4717712,288.379364,100175.9844,0.001838981,210.3170013,-1.43328e-05,71.00125122,-0.762966931,-0.059631199,0.804376483,3482,1089
2354A,第二水厂,新余,114.9289,27.8328,20170601,48.87916667,4127,6637,1832791.062,-70053.83303,51,0.799427629,306.5995789,291.680603,100770.7266,0.002986033,228.5323486,-1.52127e-05,71.63578796,-0.641829133,-0.476592034,0.669696867,2544,1004
2673A,共和县恰卜恰镇,海南州,100.6188,36.2866,20170601,22.37640449,2774,4347,462219.4506,767961.5441,2871,0.637171507,294.7624512,278.3710022,71072.88281,0.000794096,297.9203491,-2.05624e-05,46.41195679,-0.578600705,-0.266849637,0.152113423,1983,1287
1010A,昌平镇,北京,116.23,40.1952,20170601,48.23876404,2149,6845,1631926.783,1407069.146,57,0.647320211,147.3508606,284.052002,100057.2891,0.001045819,141.0935364,-6.08105e-06,51.74059296,0.349266022,-0.545010746,0.785904706,3249,9
2503A,市农科院,钦州,108.6553,21.9508,20170601,31.75706215,5068,5633,1355284.16,-847078.7388,12,0.299408495,304.2290039,294.9709778,100761.1172,0.002850934,280.3829346,-2.62083e-05,77.93145752,-0.247560546,-0.168401971,0.508985996,3794,1136
2915A,职业中学,巴中,106.7619444,31.85805556,20170601,21.37042254,3483,5330,1029462.664,283241.2533,384,0.882093132,326.7931213,289.4392395,95241.83594,0.001962412,118.4081955,-8.05066e-06,72.68408966,-0.483145982,-0.738009632,0.695916176,3499,1357
2262A,葫头沟,七台河,130.9467,45.8309,20170601,29.78267045,1247,9199,2476322.779,2377997.411,294,1.201147079,74.0170517,274.6150818,98922.9375,0.000931429,283.6371765,-6.17343e-06,70.24242401,1.154702544,0.33078143,0.365109205,4099,923
1737A,南机场,临汾,111.4917,36.0417,20170601,72.86685552,2813,6087,1355986.122,839151.8689,450,0.449992746,81.76942444,285.7096863,94505.49219,0.000878388,134.7795715,-6.38288e-06,53.3822403,0.445355088,0.06443841,0.559331894,3125,560
1949A,惠农南大街,石嘴山,106.7704,39.2282,20170601,42.43454039,2304,5331,923769.3521,1167549.166,1094,0.267566115,109.431015,284.7584229,88080.60938,0.000295676,343.7106323,-7.19597e-06,34.00588608,0.252331287,-0.088997483,0.357204139,1771,752
1978A,莱州外经委,莱州,119.959,37.18,20170601,36.77761628,2631,7441,2005083.073,1119093.992,58,1.18651855,221.6113129,285.6207581,101059.1016,0.000754719,331.9237366,-2.90607e-05,61.2922821,-0.787916958,0.887137592,0.678234279,2306,778
1470A,阎良区,西安,109.2,34.6575,20170601,67.91428571,3035,5720,1193064.872,644194.9663,385,0.998359978,329.9326172,288.1097107,96786.19531,0.000930122,133.8486176,-8.47837e-06,57.2674942,-0.500263512,-0.863978624,0.616701365,3677,398
1328A,武昌紫阳,武汉,114.3006,30.5494,20170601,44.58333333,3692,6536,1712938.32,234138.7098,38,1.120484591,301.2478027,290.1384888,101301.0625,0.002528618,213.7231903,-3.53923e-05,68.71790314,-0.957974017,-0.581181109,0.802339196,1716,275
2336A,龙岩市监测站,龙岩,117.0216,25.1035,20170601,24.6232493,4564,6971,2093287.343,-340977.7941,338,0.398720503,260.2210083,291.0870361,94684.64844,0.002532167,110.1729736,-7.23627e-06,78.83322144,-0.392924398,0.067738131,0.448465586,3799,986
2303A,开发区,阜阳,115.8556,32.8603,20170601,54.9719888,3322,6785,1790748.555,532383.4222,29,0.887989879,254.5608826,288.2521973,101337.125,0.002175472,197.2092438,-1.31597e-05,64.86552429,-0.855936646,0.236428618,0.839790285,2629,959
1308A,李沧区子站,青岛,120.3905,36.1851,20170601,42.19219653,2790,7510,2069799.107,1011370.883,28,0.7155146,189.3818665,285.9462585,101179.6328,0.000868624,359.5069885,-5.9206e-05,66.18849182,-0.116635114,0.7059443,0.650496602,2283,260
1036A,供销社,唐山,118.1662,39.6308,20170601,47.58448753,2239,7155,1794193.98,1373720.072,30,0.678802371,193.2322235,284.0889587,101426.6172,0.000736898,184.281189,-8.81654e-06,51.74806595,-0.155372381,0.660781443,0.808539331,2423,26
1613A,万安,泉州,118.6663,24.9424,20170601,26.91374269,4589,7235,2251176.99,-322884.4372,5,1.672789454,322.2612305,293.5256653,100951.1875,0.002228093,415.8861389,-2.98341e-05,79.07250977,-1.023948312,-1.322782874,0.38532877,2142,461
1124A,净月潭,长春,125.454,43.7878,20170601,22.37073864,1574,8321,2187664.251,2011264.353,242,1.296965241,44.60767365,277.5579529,98681.42969,0.001147033,263.9197083,-1.01526e-05,60.41678619,0.910770535,0.92337203,0.468828708,3106,106
2447A,森林公园,咸宁,114.3036,29.8181,20170601,41.71910112,3809,6537,1730178.405,148888.1806,65,0.790231884,275.6500854,289.8298645,100272.7188,0.0026672,174.8209839,-1.65275e-05,73.55194855,-0.786396563,-0.077761799,0.781116128,4021,1083
1875A,古亭山,柳州,109.4839,24.3158,20170601,34.85854342,4690,5765,1396816.058,-565057.214,93,0.481155843,341.8652954,293.6621704,99716.19531,0.00354164,265.3618164,-2.06137e-05,75.41307831,-0.149798959,-0.457243055,0.570562541,2672,685
2835A,四十中小,攀枝花,101.7227,26.567,20170601,25.5362117,4329,4524,632213.0532,-383772.92,1266,0.261160403,231.4132843,292.8708801,85006.25781,0.002208773,179.5517731,-4.19465e-06,60.23318863,-0.204135671,0.162890717,0.300056636,3692,1325
1158A,奥体中心,南京,118.737,32.0092,20170601,46.43521127,3459,7246,2058024.869,489435.964,8,1.132401824,264.6637268,288.2364197,101423.7813,0.002364973,240.427475,-2.06769e-05,68.27670288,-1.127489448,0.105363622,0.783305407,2719,139
1324A,岗李水库,郑州,113.6113,34.9162,20170601,59.82294618,2993,6426,1553909.984,736654.4282,93,0.781253636,226.5361328,288.2816772,100644.0781,0.000916769,202.9169159,-1.51515e-05,56.23620605,-0.567027569,0.537435532,0.823637009,4169,271
1321A,四十七中,郑州,113.734,34.719,20170601,62.79378531,3025,6445,1568539.824,715237.4325,99,0.602926195,204.8696747,288.1617737,100291.4531,0.001057655,222.3699799,-1.23789e-05,58.76182556,-0.253556967,0.547018111,0.840416908,2582,268
1847A,南湖风景区,岳阳,113.1094,29.3578,20170601,52.86376404,3883,6345,1634409.087,74799.81927,36,1.037202001,311.8988647,290.5915833,101126.9531,0.00242957,255.5616302,-3.24913e-05,71.20270538,-0.772061884,-0.692609847,0.81054759,2291,663
1713A,市监测站,云浮,112.0369,22.9394,20170601,34.66527778,4910,6174,1668235.942,-682578.3419,84,0.861535609,258.6884766,293.9867859,98492.67969,0.003142678,207.4624939,-1.14652e-05,78.7071228,-0.844793677,0.169018582,0.54842627,3794,541
1508A,板塘,湘潭,112.9433,27.8614,20170601,42.59331476,4122,6319,1651718.931,-101952.5419,60,0.917779863,354.5755005,291.0956726,100709.7031,0.002673088,239.433075,-1.76781e-05,72.40300751,-0.086843744,-0.913661897,0.7768085,1855,420
2505A,德智高中,贵港,109.5681,23.1478,20170601,38.18571429,4876,5779,1424864.633,-697681.3057,113,0.446328253,293.3067322,294.0881348,99581.52344,0.003272329,230.177948,-1.65834e-05,77.88550568,-0.409918129,-0.176567376,0.545196533,5219,1137
1592A,巴音孟克林场办事处,鄂尔多斯,109.9486,39.8261,20170601,28.75915493,2208,5840,1160434.573,1273489.105,1465,1.359291077,64.52292633,280.5108032,85925.45313,0.000811057,269.8643188,-1.06983e-05,45.31322479,1.227090716,0.584739745,0.395643771,2196,441
2490A,涟钢,娄底,111.9561,27.7569,20170601,35.39577465,4139,6161,1563890.853,-130231.2769,128,0.783385158,337.6931763,290.3634338,99599.28125,0.00238625,225.6069031,-1.17009e-05,74.90756226,-0.297405303,-0.724736094,0.778168559,3526,1125
1444A,中院村,贵阳,106.6948,26.5155,20170601,35.31601124,4338,5319,1098775.891,-345983.121,1093,1.261153102,236.0878448,287.561676,88480.24219,0.002084561,338.7220154,-1.11839e-05,83.0590744,-1.046602964,0.70365417,0.596750736,3109,373
1329A,青山钢花,武汉,114.4272,30.6103,20170601,57.25492958,3682,6556,1722603.115,243464.6664,31,1.047051668,301.5730896,290.0148926,101304.9844,0.002581318,206.7971802,-3.31349e-05,69.16859436,-0.892094076,-0.54816556,0.802711964,3155,276
2224A,监测站,四平,124.3419,43.1747,20170601,44.17746479,1672,8143,2132306.475,1915167.6,163,1.25522995,24.29963684,278.6562195,99670.41406,0.001122397,290.611969,-9.13661e-06,55.59843826,0.516523421,1.144030452,0.488097876,2547,885
1908A,高坪区监测站,南充,106.1064,30.7856,20170601,49.45391061,3654,5225,986780.9649,149330.9605,285,0.896087289,308.9842834,290.8911133,97568.39063,0.00139715,150.3124695,-1.19645e-05,75.09119415,-0.696582735,-0.563688695,0.880144715,2655,713
1911A,丁字口,遵义,106.9222,27.6869,20170601,30.9275766,4150,5356,1103370.845,-206732.1068,869,1.204445839,270.4447021,288.2242737,90735.42188,0.001904941,244.5178833,-1.07473e-05,77.88352966,-1.204409957,-0.009291916,0.71316433,2938,716
1159A,仙林大学城,南京,118.907,32.105,20170601,37.08189655,3443,7273,2069710.824,504137.4008,25,1.129577279,264.0560608,288.1342163,101281.9219,0.002416553,245.4673462,-1.9872e-05,68.91624451,-1.123499274,0.117022552,0.779545009,3755,140
1447A,太慈桥,贵阳,106.6867,26.5495,20170601,26.4756447,4332,5318,1097545.325,-342114.4817,1096,1.251607895,235.7802124,287.4953918,88355.92188,0.002077359,337.0706482,-1.11982e-05,83.03549957,-1.034917235,0.703895271,0.599681735,2841,376
2700A,市环境监测站,喀什地区,75.9435,39.4365,20170601,133.8005618,2270,399,-1484909.609,1281986.561,1290,0.203933403,64.68322754,288.2397766,86647.0625,0.000276627,371.1020508,-1.81205e-05,33.80693054,0.184344232,0.087212622,0.251003951,3226,1313
2074A,漳州三中,漳州,117.6569,24.5157,20170601,27.33613445,4658,7073,2168256.488,-393867.4781,14,0.621001422,248.913269,293.8982544,100310.4141,0.002129103,191.2363129,-1.00656e-05,77.4164505,-0.579409301,0.223444968,0.43692854,2568,825
2253A,林管局,伊春,128.9094,47.7317,20170601,18.82248521,943,8873,2262962.407,2547270.472,248,0.76622653,59.92066193,272.6238098,97123.69531,0.001088169,181.3152924,-3.41212e-06,74.44569397,0.663028598,0.384052247,0.313867033,4110,914
2707A,小东沟,阿勒泰地区,88.1214,47.9047,20170601,9.540785498,915,2347,-466422.3514,2190396.594,1013,1.389637232,347.1051941,275.0678711,87218.55469,0.000794801,144.9333344,-9.32686e-06,59.67956543,-0.310230374,-1.354565859,0.137945384,2472,1320
1275A,庐阳区,合肥,117.266,31.9438,20170601,52.0210084,3469,7011,1934510.403,451937.7037,33,1.028813601,257.9957886,288.6001587,101257.9688,0.002219917,239.5991516,-1.71932e-05,67.73134613,-1.006307244,0.214016482,0.78590548,3859,231
1771A,北湖公园,锦州,121.1303,41.1386,20170601,33.10893855,1998,7629,1970264.929,1608832.426,44,0.724091947,52.45780563,282.2090454,100763.1406,0.000662681,327.9137573,-2.38005e-05,52.1627388,0.574124098,0.441237658,0.599637628,2085,592
1857A,白鹤山,常德,111.7158,29.1456,20170601,34.8832853,3917,6123,1514159.428,27711.98488,72,1.092972755,319.6559448,290.374115,100744.2813,0.002004648,244.2007599,-2.21838e-05,70.55252075,-0.707624376,-0.832980871,0.823841989,6291,670
1110A,周水子,大连,121.565,38.95111111,20170601,28.5,2348,7698,2073528.812,1360414.358,27,0.202048704,113.3042221,284.4041138,101105.7891,0.000428921,504.8711853,-9.69823e-05,61.75147629,0.185569659,-0.079922333,0.641193926,2532,93
1629A,第二水厂,滨州,118.0018,37.3617,20170601,54.07541899,2602,7128,1845743.867,1102144.139,12,0.797798097,224.3066864,285.9794922,101616.7813,0.000803164,191.8181,-1.08153e-05,52.10063553,-0.557247877,0.570926011,0.790579975,2740,473
2538A,市监测站,乐山,103.757,29.5634,20170601,52.01133144,3850,4849,791606.1334,-16553.87505,380,0.87563926,115.0060654,291.2200928,96534.74219,0.001024524,134.3856659,-1.23178e-05,70.67913818,0.793581426,-0.370098114,0.897755027,4182,1170
2363A,地委,赣州,114.9367,25.8664,20170601,47.77146814,4441,6638,1880028.498,-296077.7442,109,0.469468415,170.721756,292.2148132,99394.53906,0.002014583,267.4163208,-1.70639e-05,75.71694946,0.07573273,-0.463319719,0.537528396,2323,1013
2232A,环保局,白山,126.4078,41.9419,20170601,32.37709497,1869,8473,2324880.745,1818278.223,500,0.647617877,37.19845963,275.3440247,94072.5,0.001318248,221.3408356,-6.56498e-06,75.49783325,0.391525477,0.515865028,0.460416764,2581,893
1235A,万里学院,宁波,121.56,29.8208,20170601,36.98472222,3809,7698,2366794.505,300549.4462,4,0.4400042,254.4442749,289.9533691,101425.6484,0.003185493,369.0124512,-3.28363e-05,78.97048187,-0.423882335,0.118014678,0.589393854,2690,201
2171A,锦纶小区,晋中,112.7549,37.7019,20170601,59.83055556,2548,6289,1422573.517,1055309.148,822,0.515580297,245.4406586,283.4151611,91511.89844,0.000796085,154.3292084,-6.42277e-06,51.69888687,-0.468929231,0.214309245,0.512913585,1784,838
1904A,耐火材料厂,德阳,104.3539,31.1108,20170601,63.7266289,3602,4945,827903.7342,171719.042,489,0.568953454,167.7808685,290.5610046,95322.22656,0.00102244,145.2479553,-1.01879e-05,66.41021729,0.12046773,-0.556053579,0.776457191,3625,709
1968A,胶州一中,胶州,120.014,36.253,20170601,33.08732394,2780,7450,2037707.765,1011454.822,21,0.618620932,187.4125977,285.3928223,101417.9297,0.000895404,245.4938202,-1.51989e-05,64.22150421,-0.079807974,0.613451302,0.676147103,3162,768
3038A,州图书馆,红河州,103.3758,23.3682,20170601,30.92655367,4841,4788,819057.8453,-743094.998,1303,1.201764345,201.7079315,289.4332275,85581.4375,0.002862381,193.5937347,-4.21486e-06,83.74964142,-0.444490492,1.116541862,0.360403746,3504,1395
1749A,太阳城,鞍山,123.011,41.0931,20170601,28.875,2005,7930,2109908.208,1642530.524,90,1.024908066,194.9835358,281.1362,100626.1094,0.001023153,271.911499,-8.1068e-06,52.71163177,-0.26497367,0.990063429,0.575857282,2169,571
1277A,包河区,合肥,117.302,31.7956,20170601,51.98022599,3493,7016,1941573.347,435374.7744,21,1.109904647,259.0768127,289.1032104,101484.3672,0.002264974,251.5123444,-2.29364e-05,67.68444061,-1.089787006,0.210363343,0.793789148,3851,233
1381A,紫马岭,中山,113.4075,22.5111,20170601,29.46927374,4978,6393,1810127.024,-706903.1147,13,0.829056203,252.4943237,295.2363892,100838.6016,0.002912565,293.5805359,-3.66533e-05,76.64382172,-0.790650904,0.249409929,0.524514079,3852,319
1459A,西藏大学,拉萨,91.1774,29.6541,20170601,13.734375,3835,2836,-345503.2937,-34365.34415,3676,0.362885445,193.4119568,278.766449,60340.83203,0.000903132,357.5426636,-5.2657e-06,38.23548126,-0.084169112,0.352989227,0.088719495,1673,387
2331A,茫荡山,南平,118.0966,26.6761,20170601,19.22050562,4312,7143,2150792.157,-138657.9951,1044,0.282099456,270.1705933,292.0853577,96602.27344,0.002443687,144.4280548,-1.11612e-05,72.29118347,-0.282098234,-0.000826824,0.431283653,6887,981
2162A,市环保局,晋城,112.8564,35.4883,20170601,59.66573816,2902,6305,1479102.825,792919.3951,710,0.467280239,258.1205139,284.2034912,92513.29688,0.001013652,170.318634,-6.13769e-06,59.82877731,-0.457268506,0.096209839,0.676228344,2363,829
1982A,文登市丝绸公司,文登,122.019,37.187,20170601,19.37711864,2630,7771,2166315.478,1163642.351,44,0.473622024,53.17795181,284.2929993,101128.4219,0.00092996,337.01474,-1.10024e-05,68.05549622,0.379127055,0.283867031,0.57832551,2930,782
1940A,体育馆,渭南,109.4636,34.493,20170601,70.88997214,3061,5762,1217962.807,627803.409,380,0.931024849,244.3529968,287.4116516,96219.53906,0.001135641,100.0737991,-7.95372e-06,61.3036232,-0.839284897,0.402998924,0.609041452,2922,744
1595A,奥林花园,鄂尔多斯,109.9734,39.7884,20170601,24.92339833,2214,5844,1163042.863,1269237.174,1436,1.301764965,67.7186203,280.4292603,85844.15625,0.000831661,270.5464478,-1.06163e-05,45.66374969,1.204548955,0.493613154,0.396506429,2173,444
1233A,云栖,杭州,120.088,30.1808,20170601,34.76264045,3751,7462,2227765.732,307453.82,59,0.777298689,309.0681458,289.5455627,100818.2031,0.002606487,227.9638367,-1.59928e-05,72.89274597,-0.603524923,-0.489847869,0.680938125,5614,200
3021A,濮水河管理处,濮阳,115.0061,35.76806,20170601,62.33002833,2857,6649,1647996.679,860332.1673,54,0.774536073,209.6607971,287.7931824,101045.1719,0.000786218,205.9085236,-1.07308e-05,54.85531616,-0.38327983,0.673054695,0.86507982,3673,1385
1883A,市委,宜宾,104.6225,28.76611,20170601,47.41504178,3978,4988,878842.8558,-103259.58,301,0.555002809,131.8848724,291.6523438,96722.92188,0.001210027,149.8258362,-1.32929e-05,72.04242706,0.413217962,-0.37051183,1.00313437,3274,691
2510A,市监测站,玉林,110.1675,22.6411,20170601,38.76056338,4958,5875,1492023.162,-746587.9599,80,0.804365754,270.216095,294.4644775,100256.4141,0.003211519,238.6332092,-1.23341e-05,81.04673767,-0.804360151,-0.00299628,0.538504303,2787,1142
1439A,马鞍山,贵阳,106.6856,26.6029,20170601,30.36070381,4324,5318,1096699.35,-335907.3823,1150,1.237574816,235.3930359,287.4142151,88227.30469,0.002067968,334.5128479,-1.10392e-05,82.99447632,-1.018587232,0.702902138,0.596409798,4079,368
1425A,空港,重庆,106.617,29.7125,20170601,36.10724234,3826,5307,1046997.288,27811.10468,414,0.735382378,311.0783997,291.7601013,97748.61719,0.001499428,127.174614,-1.02793e-05,73.61724091,-0.554372072,-0.483175725,0.937363207,2796,357
1243A,南浦,温州,120.677,27.9939,20170601,32.07605634,4101,7556,2345814.187,70701.43436,9,0.737793267,325.4155273,290.6038208,100385.7031,0.002689945,280.7914124,-4.05877e-05,80.28862762,-0.418832123,-0.607386708,0.539707124,2134,207
1960A,世纪学校,寿光,118.78,36.864,20170601,52.04333333,2682,7253,1921459.567,1058371.989,22,0.871823311,200.8208008,286.0860901,101342.6953,0.000815353,229.3359985,-1.30122e-05,55.5737381,-0.309877694,0.814893663,0.74447912,2853,763
2168A,区政府,朔州,112.4254,39.3179,20170601,46.64705882,2289,6236,1361760.843,1244150.952,1095,1.253083229,67.2808075,279.6309814,88407.94531,0.000999305,171.4592438,-3.72581e-06,53.97813034,1.155838251,0.48399955,0.428279877,1871,835
2353A,飞宇,新余,114.9831,27.8344,20170601,41.76601671,4127,6645,1837668.732,-68856.76044,54,0.832867503,308.3184204,291.6977234,100735.0938,0.002932675,233.7166138,-1.56101e-05,71.11712646,-0.653482735,-0.516360939,0.66236347,3129,1003
1130A,松北商大,哈尔滨,126.561,45.8167,20170601,27.96121884,1249,8498,2185976.788,2272291.929,117,1.197531819,51.73068619,275.9894714,100001.2734,0.000710105,209.7124176,-7.10396e-06,61.15815353,0.940172374,0.741726696,0.412337601,2548,112
1687A,茂石化七小,茂名,110.9294,21.6533,20170601,25.79741379,5116,5997,1584662.127,-846822.8131,25,1.499594092,257.2289429,295.6622925,100974.1484,0.003086019,263.2003784,-1.80007e-05,80.44173431,-1.462482691,0.331552088,0.464969575,3127,520
1478A,生物制品所,兰州,103.841,36.0725,20170601,48.85734463,2808,4863,729031.795,761638.4561,1537,1.236114621,248.9255981,282.8693237,82449.57813,0.000709841,234.7140503,-6.77053e-06,49.16866302,-1.153420448,0.444522858,0.318420291,1619,406
1964A,开发区子站,即墨,120.47,36.39,20170601,28.07303371,2758,7523,2069773.36,1037035.314,27,0.565185785,191.195816,285.1802063,101237.9688,0.000992653,296.0322571,-3.24286e-05,65.80377197,-0.109734781,0.554430544,0.64891392,2249,766
1955A,乌尔禾区商贸楼,克拉玛依,85.6931,46.0872,20170601,28.31534091,1206,1959,-651717.0144,1982218.541,303,1.305851579,108.1486816,285.6183777,97062.57813,0.000109129,620.6276855,-1.02429e-05,38.93966293,1.240910053,-0.40668264,0.212577194,2609,758
1972A,2号,平度,119.976,36.799,20170601,34.60057471,2692,7444,2018041.431,1074706.747,63,0.709809124,226.9320679,284.9526062,101131.1172,0.000885525,249.1580505,-7.83441e-06,63.59031296,-0.518535554,0.484716296,0.659083128,2856,772
2390A,开发区,新乡,113.884,35.272,20170601,61.12534819,2937,6469,1568193.237,783170.9294,72,0.548376799,298.8278198,287.9819946,100276.1484,0.000853742,179.7498779,-9.34065e-06,54.4716301,-0.48043412,-0.264386415,0.80810529,2129,1039
2871A,万里国际学校,宁波,121.6147222,29.90166667,20170601,33.82777778,3796,7706,2368980.749,311125.3428,4,0.6134184,255.7086487,290.1271057,101605.7891,0.003091791,403.7295227,-4.43322e-05,78.02191162,-0.594429076,0.151447132,0.572559774,2381,1338
2312A,三国揽胜宫,亳州,115.7831,33.8561,20170601,51.48280802,3163,6773,1759494.753,648060.0469,39,0.876777887,241.3581696,287.943573,101230.2266,0.001687986,196.4363403,-1.10325e-05,62.56277847,-0.769476116,0.420292735,0.838687599,2195,968
2703A,市环保局,伊犁哈萨克州,81.2815,43.9404,20170601,48.26760563,1550,1253,-995572.9683,1757814.371,639,0.493626207,352.4929199,285.6677551,92803.59375,0.000393966,295.7780762,-1.23629e-05,45.99690247,-0.064535066,-0.489389479,0.221095145,2840,1316
1919A,中华小区,咸阳,108.6761,34.3181,20170601,64.58591549,3089,5636,1155014.199,597429.3075,388,0.427577376,159.1076965,286.5556335,94540.39844,0.001147953,93.1432724,-6.72714e-06,63.51910782,0.152512148,-0.399452686,0.620392442,2592,723
2872A,南湖区残联,嘉兴,120.7844444,30.7525,20170601,40.42222222,3660,7573,2270546.394,389189.9502,6,1.206874251,274.6819763,289.3324585,101578.8203,0.002154832,300.0643616,-2.23472e-05,73.01953125,-1.202851892,-0.09845262,0.70030129,3384,1339
1270A,明珠广场,合肥,117.196,31.7848,20170601,48.77949438,3495,6999,1932792.325,432026.4364,34,1.024951816,256.0180054,288.880127,101334.3672,0.002223135,239.2498779,-1.56752e-05,67.72418213,-0.994574487,0.247684643,0.7954638,3327,226
1032A,西南高教,石家庄,114.4586111,38.00583333,20170601,64.80532213,2499,6561,1550102.798,1117361.256,73,0.784852922,45.74318695,285.8088684,100056.0938,0.001023395,127.3562927,-8.78532e-06,52.42238235,0.562113583,0.547743022,0.810598135,2383,22
1432A,十里店,成都,104.176,30.6872,20170601,55.30532213,3670,4916,816913.8933,119948.8354,497,0.942406774,164.7892914,290.7298889,96039.65625,0.001094053,167.4013672,-1.2244e-05,69.15605927,0.247335628,-0.909370959,0.822873175,2798,363
3005A,鼓楼区政府,徐州,117.1814,34.29,20170601,63.42997199,3094,6997,1864226.975,724850.9935,38,1.080987811,239.3434296,287.5539856,101279.6797,0.001601907,208.4224854,-1.37982e-05,62.61753464,-0.92989105,0.551214397,0.81409514,2935,1375
1952A,南林小区,克拉玛依,84.8897,45.5828,20170601,21.96296296,1287,1830,-714135.383,1926271.785,354,1.908054829,134.3760223,285.3796997,96513.34375,0.000269908,567.0460815,-9.76535e-06,42.00608826,1.36390388,-1.334331036,0.240162075,2059,755
1839A,四零三,宜昌,111.3009,30.7157,20170601,54.33893557,3666,6056,1446117.482,205402.1266,104,0.309547871,345.421875,289.5180054,98509.82031,0.002161921,120.7241745,-8.00594e-06,73.29129028,-0.077938743,-0.299575418,0.773427427,2490,655
2561A,莲花山,资阳,104.6617,30.1366,20170601,33.4432133,3758,4994,866452.3266,58872.72104,377,0.800412118,298.3917847,291.2840271,96588.45313,0.000963947,193.3557129,-1.32982e-05,70.43460846,-0.70415926,-0.380551368,0.944391012,4313,1188
2239A,朝阳川镇医院,延边州,129.3675,42.8775,20170601,16.46751412,1720,8947,2496128.983,1999050.127,218,1.134649038,87.19962311,276.6505737,98006.32031,0.000797148,304.6461487,-3.4917e-06,67.77149963,1.133291602,0.055485651,0.407669276,3687,900
1322A,市监测站,郑州,113.5991,34.7496,20170601,64.34520124,3020,6424,1556686.197,716717.1943,125,0.655335128,206.991394,288.0125427,100049.8828,0.001021759,213.3342743,-1.21599e-05,59.13059998,-0.297420084,0.583956659,0.846046627,2230,269
