监测点编码,监测点名称,城市,经度,纬度,date,PM2_5,row_index,col_index,proj_x,proj_y,dem,w10,d10,t2m,sp,tp,blh,e,r,u10,v10,aod_sat,ndvi,id
2617A,芒市建设局,德宏州,98.578,24.441,20170601,42.49019608,4670,4020,345706.1916,-647351.3981,909,0.524014056,47.25299835,292.4095764,88425.39063,0.003632618,69.62265015,-2.15409e-06,74.87721252,0.384805262,0.35569036,0.274780333,3682,1237
1017A,大直沽八号路,天津,117.237,39.1082,20170601,53.32777778,2323,7006,1737780.138,1295015.283,6,1.036170483,190.2543945,285.3269653,101627.0625,0.000786181,201.5840607,-2.18549e-05,50.02039719,-0.184452325,1.019620776,0.854233265,1963,13
2320A,莆田市监测站,莆田,119.0018,25.4552,20170601,31.57983193,4507,7288,2267995.467,-257121.4853,58,1.265537977,333.6867065,292.2887878,99387.14844,0.002287746,354.2032166,-3.21668e-05,81.42645264,-0.561075985,-1.134363294,0.415670455,4886,975
2007A,燕山子站,溧阳,119.438,31.317,20170601,41.8005618,3569,7358,2137929.692,424135.2644,19,1.193521738,261.0742188,288.7021179,101252.5625,0.001873031,247.5405731,-2.04754e-05,71.48733521,-1.179060578,0.185230106,0.769857705,3573,806
2252A,中心医院,伊春,128.8736,47.7222,20170601,17.74193548,945,8868,2261062.045,2545351.046,236,0.80924207,59.2206955,272.6233521,97133.95313,0.001100571,181.5938568,-3.45161e-06,74.71936798,0.695243478,0.414136767,0.312150061,2412,913
1113A,傅家庄,大连,121.625,38.86388889,20170601,25.54366197,2362,7708,2080940.256,1351447.218,26,0.297588795,113.5048523,284.4838867,101284.4922,0.000440985,514.1121216,-0.000102745,61.78464508,0.272903681,-0.118670449,0.636235833,5164,96
1094A,如意水处理厂,呼和浩特,111.751,40.8369,20170601,38.55774648,2046,6128,1278134.455,1417647.034,1068,0.613084853,172.1980591,280.0837097,88321.92188,0.000671681,180.0339966,-4.51346e-06,43.51042175,0.083279334,-0.607402325,0.388767004,2219,79
1162A,彩香,苏州,120.591,31.3019,20170601,45.21527778,3572,7543,2237024.906,448059.2928,8,1.530174613,269.3577271,289.3453064,101564.0,0.001756569,331.8258057,-5.31021e-05,72.07091522,-1.530077696,0.01722341,0.712134421,2333,143
2267A,党政办公中心,绥化,126.9636,46.6527,20170601,30.71186441,1116,8562,2180126.846,2378405.876,175,0.873803139,61.62137604,274.9441833,99444.42188,0.000810609,190.8537598,-7.19754e-06,65.32666779,0.768781483,0.41533953,0.365864515,2509,925
1429A,鱼新街,重庆,106.513,29.389,20170601,38.69390582,3878,5290,1042154.877,-11416.5757,211,0.617653072,304.982605,291.7689514,97582.88281,0.001398313,128.9347382,-1.02366e-05,73.19018555,-0.506082058,-0.354085088,0.955352187,3010,361
2566A,州农科所,阿坝州,102.1755,31.9286,20170601,4.474930362,3472,4596,628361.9688,252944.9263,2887,0.317354977,266.8496094,275.2094421,66149.50781,0.001560812,74.56398773,-1.1333e-06,73.08799744,-0.316874593,0.017454971,0.141552567,5597,1193
1002A,定陵,北京,116.17,40.2865,20170601,48.08073654,2134,6835,1625003.973,1416959.964,420,0.70919323,162.6338501,282.9076843,97125.08594,0.001043523,157.7759705,-6.23878e-06,53.60550308,0.211734444,-0.676848233,0.712079525,5255,1
2429A,滨河新村,十堰,110.78,32.6494,20170601,48.53703704,3356,5973,1363348.214,426035.021,267,0.579666078,266.3717346,287.6343994,96314.85938,0.001682506,154.8578186,-9.48046e-06,71.86335754,-0.578502595,0.036708716,0.770803034,3530,1067
2659A,富康家世界子站,酒泉,98.5023,39.7294,20170601,34.2994429,2223,4008,273291.7493,1178124.166,1479,1.186703205,31.64324188,282.0433044,83439.58594,0.000223595,126.6658401,-6.86272e-06,38.02019882,0.622561932,1.010287642,0.20681259,2089,1275
2588A,师专,毕节,105.31,27.2944,20170601,31.77094972,4213,5098,959596.5055,-269573.219,1506,0.402884245,250.622757,285.1691589,84010.78125,0.002070776,231.0780945,-7.42555e-06,85.65518188,-0.380057812,0.13368535,0.670807779,2820,1210
1680A,湛江影剧院,湛江,110.3539,21.2706,20170601,25.63165266,5177,5905,1534712.054,-899260.9562,20,1.636835337,259.013092,295.7459412,100946.1172,0.003391973,305.9963379,-1.83328e-05,81.19696808,-1.606820703,0.312020898,0.465937406,3658,516
1711A,渔湖,揭阳,116.4094,23.5292,20170601,32.23882682,4815,6873,2075560.155,-532379.95,5,0.638857126,264.2199707,294.2381592,100533.2813,0.002460144,210.3935699,-1.73349e-05,79.34617615,-0.635606289,0.064366683,0.452055335,3204,539
2237A,妇幼医院,延边州,129.4892,42.8939,20170601,17.38028169,1717,8966,2503912.371,2004032.498,180,1.011323571,88.91830444,276.5528564,97820.65625,0.000780401,299.2271729,-3.29339e-06,67.62123871,1.011142492,0.019138074,0.40419969,2405,898
1063A,中国银行,承德,117.9525,40.9843,20170601,23.03760446,2023,7120,1739704.031,1530562.888,372,0.236213982,74.86058044,280.9880981,95162.17969,0.000922693,222.1085663,-4.33684e-06,49.40387344,0.228013366,0.061700508,0.596278071,3443,50
2630A,阿里监测站,阿里地区,80.1161,32.5,20170601,16.11726384,3380,1067,-1289241.411,396246.3684,4290,1.630481243,54.8483696,275.8942261,58827.33984,0.000362187,1170.675903,-8.6177e-06,29.03489876,1.333105922,0.938774526,0.056254357,672,1248
1473A,曲江文化产业集团,西安,108.985,34.1978,20170601,65.46175637,3108,5686,1182983.797,586753.9869,472,1.085491776,185.1331635,286.140686,95049.19531,0.00140997,88.06926727,-7.08988e-06,65.34165192,-0.097117551,1.081138611,0.619029522,2847,401
1648A,仲裁委,潍坊,119.12,36.7019,20170601,46.91504178,2708,7307,1953158.606,1046001.212,31,0.855927348,200.0806122,286.0301208,101318.5313,0.000787754,243.0398712,-1.1805e-05,58.25310898,-0.29386735,0.80389899,0.733187616,2308,489
1122A,劳动公园,长春,125.3649,43.8748,20170601,29.41114458,1560,8306,2178227.372,2019437.433,198,1.324145079,44.50125122,277.6734619,98947.71094,0.00111393,265.17453,-1.06744e-05,59.65094757,0.928104579,0.944447994,0.473441273,1843,104
2190A,胶建铝业,通辽,122.3039,43.6156,20170601,22.00710227,1602,7817,1973369.536,1924365.265,175,0.956740677,44.02510452,279.7571411,99480.5,0.000682122,324.0717163,-6.1277e-06,47.08013916,0.664893806,0.687945485,0.415284872,2486,854
1482A,四陆医院,西宁,101.834,36.5819,20170601,64.51694915,2727,4541,559552.2452,809986.2106,2233,0.903442025,239.3544922,279.340332,74867.73438,0.000858076,240.4103241,-4.8393e-06,48.3513298,-0.777251005,0.460530549,0.217406556,2408,409
3036A,开发区管委会,东营,118.696,37.43445,20170601,50.83479532,2591,7239,1898271.44,1123955.051,1,1.114443898,225.6781616,285.9765015,101711.6797,0.000687702,251.7024384,-3.53631e-05,54.1207695,-0.797284305,0.77866751,0.756052136,2608,1394
2534A,内江日报社,内江,105.0406,29.5822,20170601,34.67746479,3847,5054,907033.8767,-3237.770484,332,1.068079472,330.5858765,291.5884399,97374.14063,0.001094099,159.7591095,-1.27344e-05,73.3921051,-0.524626017,-0.930355489,1.025977254,3692,1166
2338A,龙岩学院,龙岩,117.0151,25.0311,20170601,21.51805556,4575,6970,2094554.582,-349343.1519,397,0.463234156,261.2901917,291.2410278,94898.13281,0.00246005,111.8146439,-7.55474e-06,79.13510132,-0.457889199,0.070166752,0.432569057,3777,988
1934A,技工学校,宝鸡,107.1186,34.3739,20170601,48.6103352,3080,5387,1023359.263,586831.0355,629,0.357475519,27.64004898,285.7642212,91695.45313,0.001488057,110.3381729,-3.89431e-06,65.56370544,0.165833816,0.316682607,0.537284136,3351,738
2680A,沙坡头消防站,中卫,105.0197,37.4514,20170601,32.86182336,2588,5051,808891.6753,937283.2381,1259,0.325256735,199.6809082,284.3375854,85470.44531,0.000443934,334.6666565,-7.92326e-06,40.30327606,-0.1095374,0.306257248,0.31900239,1533,1294
2877A,坊子邮政,潍坊,119.1638,36.6525,20170601,45.55665722,2716,7314,1958091.557,1041064.292,48,0.81976521,196.9091492,285.90448,101141.7734,0.000789763,244.4321136,-1.19358e-05,59.03960037,-0.238425881,0.784326494,0.738867044,2736,1344
1797A,五七二零厂,芜湖,118.4022,31.3839,20170601,48.11772853,3559,7192,2047188.256,409829.4369,10,1.208682656,274.6813049,289.0191345,101518.1172,0.002031749,229.969986,-2.35457e-05,68.44996643,-1.204655409,-0.098586068,0.757750034,3297,617
1941A,高新一小,渭南,109.4266,34.5021,20170601,61.24373259,3060,5756,1214709.031,628430.6458,357,0.879841268,251.7609558,287.5474243,96176.5,0.001069992,102.3084717,-7.94492e-06,60.6456604,-0.835627019,0.275405437,0.605953097,3409,745
1278A,滨湖新区,合肥,117.278,31.7386,20170601,49.27824859,3502,7012,1941052.011,428259.4521,18,1.122968554,258.1546326,289.322113,101410.2188,0.002273595,249.6889191,-2.03922e-05,67.68088531,-1.099045873,0.230557203,0.788195252,2982,234
2457A,衡阳化工总厂,衡阳,112.6194,26.9258,20170601,41.8531856,4272,6267,1641864.992,-215691.2553,64,0.984476268,345.005188,291.8616333,100571.3281,0.002384939,261.6593628,-1.72992e-05,71.38027191,-0.254796147,-0.950932443,0.752492309,2699,1093
1479A,铁路设计院,兰州,103.831,36.0464,20170601,55.54131054,2813,4861,728492.9776,758417.7101,1589,1.181087255,249.4361877,282.3246155,81448.125,0.0007738,225.0000153,-6.69714e-06,49.72145462,-1.105815411,0.414896786,0.307305455,2402,407
2340A,蕉城区农机局,宁德,119.5202,26.6607,20170601,32.12569832,4314,7371,2281125.439,-108306.3822,83,0.321464807,312.5800781,290.3682251,97187.89063,0.003701851,192.2820282,-1.81776e-05,84.54278564,-0.236719832,-0.217493311,0.465289593,5571,990
1511A,市监测站,湘潭,112.9118,27.8403,20170601,48.11731844,4126,6314,1649302.492,-104928.0975,51,0.931414545,355.4562683,291.0872192,100744.2422,0.002671917,240.1859131,-1.74296e-05,72.51087189,-0.073869817,-0.928480625,0.787657201,3302,421
2387A,迎宾馆,鹤壁,114.2878,35.7306,20170601,52.82686981,2863,6534,1590487.025,844054.2697,88,0.512310326,56.69152832,287.65271,100443.2109,0.000883302,200.9434814,-1.02015e-05,56.86006927,0.428142905,0.281345874,0.809254885,3179,1037
1817A,市委新办公区,洛阳,112.4275,34.6258,20170601,63.49719888,3040,6236,1462327.233,684035.2322,145,0.428625435,207.6272888,287.6339417,99074.23438,0.001062244,171.9577026,-1.01688e-05,60.34508514,-0.19875598,0.379757583,0.793782949,3026,636
2395A,油田物探公司,濮阳,115.0772,35.767,20170601,57.44803371,2857,6660,1653797.949,861401.1933,51,0.79685843,211.3308258,287.7846375,101061.6172,0.00078969,205.538681,-1.09195e-05,54.86204147,-0.414338499,0.680666566,0.863194704,2317,1043
1356A,荔园,深圳,114.1063,22.5545,20170601,27.20926966,4971,6505,1877026.324,-688883.0505,17,1.319441557,263.1357422,294.9416199,100378.4609,0.003077449,306.2022705,-4.3861e-05,79.63565826,-1.309977174,0.157752723,0.501211405,2807,301
2403A,环保局　,南阳,112.5192,32.9917,20170601,62.29189944,3301,6251,1504811.55,491899.4999,125,0.814088702,299.4424438,288.0932312,99960.01563,0.001373866,205.654068,-1.23444e-05,66.74893188,-0.708973646,-0.400120944,0.843529761,2116,1050
2608A,污水处理厂,红河州,103.3772,23.3993,20170601,26.65198864,4836,4788,818888.1159,-739499.3226,1291,1.261051774,199.8368073,289.856842,86490.78125,0.002855228,202.9137878,-4.72273e-06,82.96553802,-0.427915782,1.18622911,0.346936643,3872,1228
1676A,濠江子站,汕头,116.7258,23.2775,20170601,21.45567867,4856,6924,2112121.305,-554053.7485,18,2.458545923,283.6779175,295.0837708,101214.3203,0.002042381,387.1519165,-8.64682e-05,80.65623474,-2.38885355,-0.58122921,0.40844658,2658,512
1591A,综合楼,鄂尔多斯,110.0023,39.8129,20170601,27.22957746,2210,5848,1164815.702,1272533.098,1453,1.374191999,66.17224121,280.4753723,85846.57813,0.000836773,271.5151672,-1.09041e-05,45.48843765,1.257042527,0.555200517,0.398181736,1515,440
1348A,广东商学院,广州,113.348,23.0916,20170601,31.47632312,4885,6384,1791913.674,-642203.4203,2,0.771642923,263.4588013,295.0488281,101200.1016,0.003284694,243.738205,-2.50305e-05,73.23412323,-0.766615868,0.087936565,0.556255579,2592,293
1450A,呈贡新区,昆明,102.821,24.8885,20170601,22.06388889,4598,4699,750894.3823,-571685.6833,1920,1.286846638,2.899976254,288.4659119,80669.92969,0.002776541,368.7088623,-2.876e-05,70.82524872,0.06510298,1.285198808,0.291824192,3193,378
1782A,富区环保局,齐齐哈尔,123.6261,47.203,20170601,26.81497175,1028,8028,1939987.251,2372698.985,152,0.808801353,93.36252594,276.7007141,99660.85156,0.00057352,264.4382019,-1.32619e-05,53.23241806,0.807411194,-0.047400083,0.278404564,2257,602
1471A,临潼区,西安,109.2186,34.3731,20170601,59.05270655,3080,5723,1199561.166,610490.6246,479,0.708416522,260.0042114,286.7976685,94360.4375,0.001053304,100.8179016,-7.43027e-06,61.01222229,-0.697658002,0.122992784,0.612815082,3830,399
1587A,东河城环局,包头,110.0067,40.5905,20170601,45.84818942,2086,5849,1150716.727,1366384.003,1033,0.6955446,339.8997803,281.8370972,89376.53906,0.000438684,185.1907196,-6.85043e-06,39.60290527,-0.239087284,-0.653161228,0.407932788,1303,436
2676A,德令哈市,海西州,97.3731,37.3753,20170601,28.27777778,2600,3828,192117.5837,889084.8891,2999,0.606610894,324.050293,276.5194397,68761.16406,0.000645369,180.1441193,-5.56876e-06,38.20018387,-0.356162399,-0.491044939,0.110580862,1636,1290
2470A,资阳区政务中心,益阳,112.3347,28.6047,20170601,29.37283237,4003,6222,1580885.32,-25606.94122,34,0.453820527,327.9594421,290.6940918,100817.8125,0.002454311,254.8023376,-2.5101e-05,72.0012207,-0.240789875,-0.38467297,0.844014049,2840,1106
1146A,青浦淀山湖,上海,120.978,31.0935,20170601,48.90921788,3605,7604,2276568.048,432926.741,3,1.134941697,269.9763184,288.7773743,101668.9609,0.001936015,308.4819031,-3.44612e-05,74.07064819,-1.134941578,0.00052182,0.681437254,3215,127
2926A,文昌北街,银川,106.1024,38.49494,20170601,53.02661064,2421,5224,881640.8642,1072724.344,1119,0.925673544,127.1165771,283.8668213,88816.90625,0.000348904,167.7219849,-5.67327e-06,39.79272842,0.738177359,-0.558538914,0.375401974,2889,1366
1080A,市环保局,邢台,114.4854,37.062,20170601,68.37955182,2650,6566,1574792.451,1005398.511,76,0.769093096,55.5141449,286.6465454,100286.4063,0.000811564,164.4893494,-8.83304e-06,52.05469131,0.633924842,0.435480744,0.792172372,2071,66
1299A,科干所,济南,116.988,36.6114,20170601,53.2592068,2722,6966,1785985.883,994763.6837,134,1.198862195,213.053421,286.2298279,100400.0547,0.001087912,191.6004639,-1.18428e-05,57.19073486,-0.653867245,1.004852295,0.817577362,3037,251
1969A,环保局子站,莱西,120.537,36.865,20170601,33.85582822,2682,7534,2060299.431,1094089.982,57,0.381477177,211.9386902,284.4803467,100774.1094,0.00108989,264.4487305,-7.3596e-06,65.02375793,-0.20180048,0.323730439,0.638130546,2453,769
1786A,第一医院,牡丹江,129.5902,44.5952,20170601,22.29411765,1445,8982,2439075.802,2202248.195,248,0.985315084,63.14550781,275.3909302,97506.6875,0.000871453,279.1282043,-6.38892e-06,67.08575439,0.879040897,0.445121258,0.399129808,2144,606
1858A,永定新区,张家界,110.48,29.1389,20170601,45.04469274,3918,5925,1403307.242,8582.056399,230,0.914720058,272.6709595,288.775177,96692.19531,0.002847217,207.5251465,-8.68697e-06,77.37037659,-0.913728356,-0.042582527,0.737847686,3134,671
2586A,铜仁七中,铜仁地区,109.1794,27.7231,20170601,29.31284916,4144,5717,1310320.296,-174778.9917,276,0.9342044,306.7456665,289.3229675,96045.21875,0.00228549,230.838913,-1.01422e-05,77.54299164,-0.748613536,-0.558852077,0.732177615,3430,1208
2589A,场坝街,黔西南州,104.9022,25.0925,20170601,16.9625,4565,5032,947713.8409,-530024.3482,1221,0.869531393,255.2337952,288.7155762,86595.30469,0.002511422,207.3165741,-1.21594e-05,78.94020081,-0.84080559,0.221654713,0.497350246,5020,1211
2533A,内江二中,内江,105.0653,29.5817,20170601,37.25698324,3847,5058,909263.4587,-3068.511402,321,1.079145312,329.4352417,291.5730286,97362.64063,0.001104659,159.3561859,-1.26529e-05,73.56088257,-0.548829556,-0.929161251,1.020235181,3306,1165
1552A,桐木岭,贵阳,106.805,26.3003,20170601,34.97844828,4372,5337,1112103.252,-369787.7437,1463,1.313749671,238.0185394,287.2139587,87357.03906,0.002269292,333.3141174,-9.25281e-06,83.5423584,-1.114327431,0.695853949,0.562892199,5662,430
1271A,三里街,合肥,117.307,31.8766,20170601,51.31754875,3480,7017,1939820.642,444912.7486,20,1.055467486,259.3335266,288.8564148,101454.2734,0.002232966,246.9914551,-2.08359e-05,67.71926117,-1.037222385,0.195400387,0.778991818,2257,227
2689A,哈密师范学校,哈密地区,93.4961,42.8328,20170601,32.6103352,1727,3207,-111567.7225,1553397.079,761,1.321559429,166.3286438,287.431366,92205.11719,5.79569e-05,212.1388245,-3.06988e-06,27.20147514,0.312463641,-1.284089446,0.240016878,2023,1303
2496A,云盖小学,梧州,111.3178,23.475,20170601,36.53910615,4824,6059,1588253.347,-633486.4083,65,0.943925142,298.3441772,294.3736267,100100.7734,0.0030029,179.8728638,-1.75776e-05,77.18374634,-0.830786824,-0.448093712,0.534276247,4296,1131
1631A,人民公园,淄博,118.0482,36.8088,20170601,53.3245614,2691,7136,1864991.085,1037766.87,41,1.040923715,190.2612,285.9635315,100772.5625,0.000912619,190.433548,-8.83044e-06,56.51491547,-0.185420588,1.024276018,0.780364931,2568,475
1346A,市五中,广州,113.261,23.105,20170601,35.15502793,4883,6370,1783229.312,-642265.1455,12,0.786271274,266.4555664,295.1201172,101258.9297,0.003122867,243.8480835,-2.38846e-05,72.57878113,-0.784765124,0.048644256,0.555120885,1915,292
2458A,珠晖区环保局,衡阳,112.6211,26.8956,20170601,41.88227147,4277,6267,1642654.437,-219153.1906,63,0.986598134,343.7758179,291.9206238,100612.1016,0.002359344,261.044342,-1.73178e-05,71.22641754,-0.275731951,-0.9472844,0.745732307,2348,1094
1338A,湖南师范大学,长沙,112.9394,28.19,20170601,52.06601124,4070,6318,1644325.023,-63893.44358,102,0.807576537,350.2634583,290.8830566,100708.8672,0.002644349,238.8645935,-1.74299e-05,72.54368591,-0.13664557,-0.795932055,0.78768146,5543,284
1783A,市环境监测站,齐齐哈尔,123.945,47.2988,20170601,34.6183844,1012,8079,1957565.5,2390263.032,145,0.81807965,86.1865387,276.5497437,99684.0625,0.000592191,265.580658,-1.44241e-05,54.62895966,0.816265941,0.0544452,0.292001158,2225,603
1806A,五七二七厂,九江,116.0174,29.6535,20170601,37.94428969,3836,6811,1885682.75,161286.3918,153,0.832318842,310.0906372,289.7447815,99561.14063,0.003191837,235.1663055,-3.33016e-05,74.88863373,-0.63678205,-0.535969496,0.690182686,5690,626
2290A,市职教基地,铜陵,117.8472,30.9697,20170601,53.95621469,3625,7104,2010917.284,350299.7853,8,0.952269971,285.2825623,289.1690063,101224.8125,0.002050756,217.2445221,-2.24097e-05,70.30760956,-0.918609023,-0.250949264,0.747032166,3014,947
1937A,三迪小学,宝鸡,107.2386,34.3622,20170601,50.03760446,3082,5406,1033615.679,586687.8657,591,0.28761375,2.260253668,285.7457886,92072.4375,0.001504506,101.9603806,-4.02169e-06,66.73080444,0.01134264,0.287389994,0.546833992,2701,741
1224A,西溪,杭州,120.063,30.2747,20170601,37.63788301,3736,7458,2222775.911,317695.5028,6,0.714374721,308.1428223,289.4983826,101102.5469,0.002687519,227.7123413,-1.56558e-05,72.9908371,-0.561866105,-0.441177607,0.704770803,4086,191
2297A,黄山区政府5号楼,黄山,118.1371,30.2756,20170601,23.8575419,3736,7150,2055251.729,275872.8253,176,0.426897407,274.040802,288.4789429,97984.97656,0.003129513,167.9563446,-8.27726e-06,77.63318634,-0.425837636,-0.030061524,0.647016048,4595,954
1214A,淮阴区监测站,淮安,119.0122,33.627,20170601,49.44707521,3200,7290,2034451.028,683554.1346,15,1.037345767,253.7719116,287.4024963,101607.5625,0.001693185,239.2324829,-1.73453e-05,66.0721817,-0.996003628,0.289936185,0.751135767,2864,183
1399A,坑口子站,肇庆,112.565,23.1617,20170601,39.39495798,4874,6258,1714838.677,-648212.3413,17,0.661383867,277.3355103,294.3409119,99287.88281,0.003029945,219.1104431,-1.81026e-05,75.72619629,-0.655974984,-0.084412314,0.564404726,4265,337
1975A,招远环保局,招远,120.399,37.374,20170601,28.94929577,2600,7512,2033627.073,1150916.938,63,0.834623277,210.302597,284.6075745,100238.6563,0.00080018,326.9888306,-1.93477e-05,63.77984238,-0.421111912,0.720597506,0.653290629,2927,775
1721A,果树场,大同,113.3819,40.1097,20170601,39.15384615,2163,6389,1417699.178,1352644.265,1061,0.856366098,94.81126404,280.1578979,88586.0625,0.000814735,169.4886322,-4.989e-06,45.98936081,0.853352129,-0.071784958,0.446172684,1500,547
2191A,艺术职业学校,通辽,122.2532,43.6801,20170601,20.17887324,1591,7808,1967636.207,1930947.429,175,0.891622245,47.11419296,279.763855,99452.13281,0.000664869,327.8914185,-5.75062e-06,46.47060394,0.653287113,0.606799901,0.399967492,2616,855
2467A,甘溪港,益阳,112.4067,28.6428,20170601,41.83333333,3997,6233,1586588.881,-20011.16606,28,0.567671716,325.7294617,290.8299866,101025.9219,0.002409793,263.3740234,-2.90205e-05,71.49113464,-0.319691867,-0.469093055,0.840340495,4168,1103
1524A,市监测站,株洲,113.13,27.8528,20170601,43.01404494,4124,6349,1668896.64,-99794.76483,41,0.797493875,349.0153198,291.2219238,100579.5313,0.002730258,226.1065521,-1.70485e-05,72.64543915,-0.152027696,-0.782869101,0.761444569,2462,429
2651A,文化馆,天水,105.8614,34.5653,20170601,34.33286119,3050,5186,915107.2498,597345.9173,1104,0.893947423,219.9158173,283.5162964,85888.86719,0.001296321,250.276825,-6.75318e-06,63.71847153,-0.573597491,0.685658753,0.467576444,2934,1267
2690A,天山天池,昌吉州,87.9897,44.1564,20170601,10.12539185,1515,2326,-508085.4248,1732801.491,558,0.777440488,12.27381229,283.6047974,93165.0625,0.000331724,194.7369843,-8.14053e-06,45.60099411,0.165266424,0.75967145,0.212963939,2710,1304
2468A,市环保局,益阳,112.3458,28.5808,20170601,44.30736544,4007,6223,1582383.364,-28210.33019,54,0.42097199,332.2106018,290.6671143,100773.4063,0.002468345,253.0350952,-2.32627e-05,72.11418152,-0.196295977,-0.372404784,0.843540668,2836,1104
1674A,金平子站,汕头,116.6794,23.3667,20170601,24.04929577,4841,6917,2105426.719,-544986.0802,11,1.956584573,282.5606689,294.9193115,101028.1328,0.002088661,339.1417236,-5.81948e-05,80.44031525,-1.909778714,-0.425403595,0.397007704,2273,510
1178A,淮塔,徐州,117.192,34.2417,20170601,62.62464986,3101,6999,1866405.805,719380.6569,39,1.07820034,240.1565552,287.5435181,101265.0938,0.001635063,208.5312195,-1.34286e-05,62.84805298,-0.935201764,0.536575735,0.810628355,3470,155
1088A,南寨,太原,112.549,37.9854,20170601,57.60422535,2502,6256,1400132.117,1086251.917,822,0.273020446,102.5704422,282.8140564,91173.55469,0.001138521,147.1578522,-5.05958e-06,53.4700737,0.266479075,-0.059406016,0.494856417,3155,73
1337A,马坡岭,长沙,113.0792,28.2053,20170601,48.97075209,4067,6341,1656664.24,-59769.08318,44,0.761191964,345.5974121,291.0561218,100940.6328,0.00253287,228.7906494,-1.65405e-05,72.40476227,-0.189396977,-0.73725301,0.782356024,3067,283
2366A,华坚鞋城,赣州,114.8905,25.8471,20170601,45.81320225,4445,6630,1876185.353,-299171.6027,121,0.495152056,171.5131683,292.2163086,99450.16406,0.001998308,268.0809631,-1.65693e-05,75.65853119,0.073118776,-0.489723593,0.535943866,2703,1016
2610A,州水务局,文山州,104.2533,23.3594,20170601,18.79008746,4843,4929,904721.3149,-736411.4984,1275,1.359906197,199.8015747,288.7011414,84959.74219,0.002445734,243.1298218,-6.79694e-06,85.36598969,-0.46067366,1.279501677,0.386454701,3713,1230
1152A,草场门,南京,118.749,32.0572,20170601,39.61416185,3451,7248,2057669.984,495264.9239,15,1.118335962,264.9707336,288.1726074,101391.5859,0.002373687,241.2114563,-2.07366e-05,68.25093079,-1.11402607,0.098087475,0.783808053,2572,133
2565A,区法院,资阳,104.6294,30.1259,20170601,38.15571429,3760,4989,863689.4786,57322.12405,368,0.764628828,299.4906616,291.2884216,96531.39844,0.000952779,193.8971252,-1.3331e-05,70.18626404,-0.665583611,-0.376371771,0.964913428,3739,1192
2323A,东圳水库,莆田,118.981,25.4792,20170601,28.92458101,4503,7285,2265392.147,-254882.4836,139,1.105475307,333.1380005,291.9940491,98763.27344,0.002333066,336.2792664,-2.38232e-05,81.54581451,-0.49957937,-0.986152172,0.40502274,5510,976
1468A,经开区,西安,108.935,34.3474,20170601,65.3767313,3084,5678,1176235.116,603996.575,378,0.489953578,326.440155,287.307373,95600.17969,0.001070402,102.1190338,-7.48617e-06,61.60705948,-0.270880848,-0.408262253,0.620920897,2532,396
1835A,市政府,三门峡,111.1928,34.7772,20170601,55.32022472,3016,6039,1356704.412,684319.8912,379,1.021046638,241.8598175,286.1897583,96117.21094,0.001186155,170.5573425,-1.24501e-05,63.67425537,-0.900339842,0.481585354,0.643416882,2603,652
1924A,新区管委会,铜川,108.9344,34.9058,20170601,49.65266106,2995,5677,1166666.552,670657.2077,736,1.135878444,345.3878174,285.2592468,92109.23438,0.000988117,142.802948,-7.76725e-06,59.94162369,-0.286647677,-1.099114656,0.577400208,3158,728
1084A,晋源,太原,112.469,37.7124,20170601,76.31481481,2546,6243,1399684.64,1052458.545,770,0.391314059,157.9328003,282.8416138,90310.10938,0.001006434,135.7093811,-6.25103e-06,51.44281387,0.147043794,-0.36263594,0.511800647,2824,69
2498A,龙新,梧州,111.26,23.4794,20170601,40.91876751,4823,6050,1582595.196,-633916.8697,39,0.96235019,298.5396729,294.4262695,100317.5313,0.003033929,181.0740356,-1.82126e-05,76.99365997,-0.845439732,-0.459727615,0.540629268,2894,1133
1887A,沙坪中学,宜宾,104.6789,28.7989,20170601,54.35955056,3972,4997,883595.7939,-98892.56183,340,0.572529972,139.8998413,291.7781677,96971.79688,0.001170704,153.5704498,-1.3817e-05,72.02098846,0.368812859,-0.437912852,0.996237636,4058,695
1064A,开发区,承德,117.963,40.9359,20170601,32.35972222,2030,7122,1741854.775,1524996.111,404,0.263637125,64.08573151,281.1552734,95583.27344,0.000908621,224.5165863,-4.54778e-06,49.76586914,0.237124324,0.115224048,0.611416996,4011,51
1437A,君平街,成都,104.054,30.6578,20170601,56.91292135,3675,4897,806405.8262,115453.4992,499,1.089778543,161.3090515,290.5448914,95912.79688,0.001276924,160.3549805,-1.22889e-05,69.9834137,0.349319935,-1.032275558,0.814091206,2777,366
2254A,汤旺河国家公园,伊春,129.4942,48.4658,20170601,14.43993994,826,8967,2269468.985,2645274.897,431,1.060719252,88.22642517,272.4632874,96202.69531,0.0011442,279.7743835,-5.30721e-06,71.35535431,1.060209632,0.032877073,0.295710385,5660,915
3004A,宝龙广场,盐城,120.1631,33.3681,20170601,40.77653631,3241,7474,2137755.004,677833.3791,2,0.972116828,253.9811707,287.1271667,101743.9688,0.002015878,253.6097412,-1.11007e-05,69.70375824,-0.934360385,0.268294275,0.697860897,3272,1374
2880A,大石西路,成都,104.0238889,30.65638889,20170601,56.7150838,3675,4892,803746.917,115039.3909,500,1.127279878,160.0240479,290.4620972,95806.79688,0.001311949,158.0326843,-1.22522e-05,70.15310669,0.385194689,-1.059426665,0.80781132,2943,1346
