weight_dem,weight_w10,weight_d10,weight_t2m,weight_aod_sat,weight_tp,bias,Pred_PM2_5,id
-20.72326,-4.6128545,-0.57829386,32.315098,-8.474022,-29.441614,56.510956,62.601406,644
-8.639399,8.749935,-0.0334087,-16.411034,93.49919,4.4242134,-13.17,35.9414,772
-13.225039,-6.4832187,-0.34976134,26.331562,15.482365,-3.6938906,31.322395,56.913883,41
-3.0035992,-4.0527835,-0.3004409,1.8120313,35.85091,17.794138,3.1705825,37.469833,685
-6.492968,6.9208837,-0.09169768,-2.1738505,67.23771,6.2720375,-6.398206,38.9862,795
-18.467182,2.1033816,-0.47617486,25.134981,1.8889908,-26.798832,45.75373,54.07705,1047
-14.805897,5.524927,-0.35700354,16.397093,22.005123,-18.661406,32.25264,51.679775,1342
-8.62003,2.5018635,-0.4108702,-15.19548,65.94987,-22.915243,11.480981,25.703625,894
-8.031372,6.055674,-0.27041745,23.568636,23.163069,-4.51302,12.531141,47.747913,364
-13.424439,1.7745894,-0.40868962,26.235537,6.9990435,-11.07908,28.423105,47.072815,663
-3.6814673,-3.8078053,-0.26486328,5.784591,37.365482,9.928956,6.0020776,35.282387,505
-7.615756,0.7705517,-0.34405825,20.523785,4.201473,4.504112,15.854034,36.73967,351
-3.8164635,3.8762543,-0.116468094,5.0143437,50.362644,3.9153392,1.017406,32.154488,207
-8.353579,7.5516205,-0.22524065,13.748476,42.99882,-20.096783,14.677656,36.213257,993
-1.5830026,-4.382239,-0.27423552,-1.2791258,48.53469,15.8445835,0.6394851,32.21511,342
-2.2387743,-4.2077646,-0.22101416,1.3293115,52.45819,8.130136,1.3374468,30.618519,332
-7.679263,7.164156,-0.079546265,-7.302882,77.22718,-0.7124635,-5.136682,40.801826,1374
-3.5820496,-2.1872182,-0.32551762,6.300124,25.56212,14.718894,6.374286,29.502388,368
-3.786089,-0.15939558,-0.30960867,8.557568,29.173523,9.161501,7.43233,33.053818,1210
-11.098995,0.39478427,-0.39103246,25.365408,0.5361336,-1.9361165,25.828218,43.952435,1104
-7.951737,8.544452,-0.170904,4.538072,57.496895,-18.956272,11.112199,47.57955,614
-13.709024,2.03694,-0.40867373,26.24452,8.141103,-12.428177,28.697187,46.98033,666
-19.225855,2.098706,-0.50101656,29.748184,5.1655602,-29.591827,41.103874,52.952682,1071
-22.396982,-3.8609278,-0.54453796,41.75119,7.7664003,-33.591064,45.327515,64.909805,842
-6.468465,7.7804017,-0.0897101,0.4421415,65.62062,-7.2379866,-0.062522925,44.81426,801
-5.2697,6.5309405,-0.09672852,2.6551032,59.11978,0.044886567,-1.2184302,38.349144,210
-2.325594,-0.70318496,-0.28738514,3.597801,45.660213,10.250547,3.5436063,23.084478,721
-5.505551,7.315138,-0.09628758,3.981176,58.5705,-6.237938,1.3170434,38.062725,811
-9.3242,-3.000535,-0.13008681,21.945658,35.173573,0.48833907,10.81913,29.870623,48
-9.676171,12.5803175,-0.07436727,-25.32553,92.0637,9.243591,-12.144758,29.75164,94
-2.6420555,-2.3712895,-0.19372126,3.5294118,49.77207,1.0322691,3.9896898,23.068941,512
-11.099865,12.155851,-0.2007901,-28.598894,76.72496,5.809851,-1.0448627,31.844646,876
-20.452955,-10.240134,-0.5518032,40.68819,14.000085,-21.136627,44.36465,60.20278,69
-6.4348073,6.999439,-0.093144216,-1.9775113,65.612076,8.883437,-6.8388143,36.92066,128
-6.3118196,7.0941825,-0.0872871,-1.1722176,66.89552,1.1496248,-4.2747264,42.56707,148
18.918749,-68.82194,-0.58803433,37.659645,156.42389,-120.13758,27.647785,9.881611,1248
20.675331,-53.839,-0.3948835,9.831402,135.63005,-69.337074,24.857359,41.5575,418
-5.868976,7.4365687,-0.1367508,7.785415,52.852604,-14.063985,7.0981607,34.212845,221
-14.103425,5.21251,-0.36500984,22.302769,21.047485,-20.379501,27.397675,47.157845,1074
-16.859583,1.65032,-0.47496912,28.109945,5.738146,-19.853834,34.835373,48.280323,657
-9.517481,-0.031643793,-0.36319277,23.501106,3.024236,2.269647,22.428497,43.860004,422
-18.708374,-1.180641,-0.51323116,25.034826,-4.21332,-24.512169,51.786293,56.855335,643
