coef_dem,coef_w10,coef_d10,coef_t2m,coef_aod_sat,coef_tp,bias,Pred_PM2_5,id,dataset_belong,denormalized_pred_result
-12.607407,2.9943368,-0.12206031,-33.01116,88.14431,9.278762,1.288947,32.2406,889,train,32.2406
-87.55024,-17.85519,-0.24122028,8.612278,-21.97279,-47.415184,95.655334,61.872124,72,train,61.872124
-35.256096,-3.853291,-0.1651965,-10.387376,39.848454,11.053094,29.65083,17.495653,1406,train,17.495653
-30.027618,-3.7736652,-0.12088657,8.617842,48.553513,7.414638,4.565934,47.72242,159,train,47.72242
-12.874006,-20.872095,-0.1194238,36.383728,21.676954,-1.1129057,7.969144,26.948946,1225,train,26.948946
-52.70586,-15.133034,-0.18990816,6.959578,1.427447,-7.2534976,50.965935,48.427944,704,train,48.427944
-31.635952,4.418126,-0.09666645,15.743062,25.377476,-1.8342836,12.444655,35.154633,1149,train,35.154633
-49.795338,-2.0336132,-0.10494085,7.5777445,41.745525,0.6574954,6.3824277,24.279789,986,train,24.279789
-26.40641,18.956099,-0.20456903,-9.488441,43.325356,-38.955334,39.72145,59.826153,268,train,59.826153
-85.66355,-21.48283,-0.23100695,22.827196,-47.17417,-28.766512,81.89294,38.273888,1382,train,38.273888
-76.67714,25.98347,-0.14534654,12.598637,3.9078891,-2.016322,25.168701,43.11602,1094,train,43.11602
-30.048641,10.720929,-0.09594944,4.3644094,42.40263,4.2602134,5.715549,39.909237,194,train,39.909237
-22.19949,1.4667559,-0.09828141,-3.2601843,42.08394,15.350171,9.424081,41.766068,142,train,41.766068
-48.14275,-7.884054,-0.14627524,20.098324,-16.374233,-22.64889,51.065594,31.029217,718,train,31.029217
-48.72309,-2.4366443,-0.10385603,7.1685643,41.514107,0.6327468,6.9214945,23.127937,988,train,23.127937
-26.743147,-13.978391,-0.11586919,-0.006213116,54.534615,4.1846743,8.654167,26.445663,516,train,26.445663
-62.77416,21.206345,-0.17582835,37.778885,8.478657,-19.776796,21.027994,47.02388,235,train,47.02388
-9.314474,-18.685268,-0.16725524,-27.139854,66.38156,9.684024,25.43188,13.023965,388,train,13.023965
-30.080078,-7.597157,-0.104443476,-0.9278165,45.073147,11.543131,8.324587,33.296494,341,train,33.296494
-40.8706,-9.958841,-0.12470967,30.99198,17.443628,-38.245247,32.23718,50.94299,5,train,50.94299
-141.39984,-15.983454,-0.290673,25.028353,-6.5871983,-62.801575,86.26915,64.45693,744,train,64.45693
-90.291016,-22.584446,-0.24279478,22.815016,-49.45571,-29.089111,84.83523,32.640823,349,train,32.640823
-52.97567,-15.40919,-0.19031866,7.2909555,0.8728873,-7.8302455,51.373558,48.126087,1390,train,48.126087
-89.03499,-10.426367,-0.20229425,1.6134468,21.955847,-20.314808,39.761673,34.355667,1357,train,34.355667
-76.21617,18.387918,-0.14679886,11.5545435,20.940016,-4.1829534,17.686274,34.243576,1108,train,34.243576
-37.540543,10.162036,-0.17170066,14.068878,14.336745,-10.005358,37.70379,57.351654,256,train,57.351654
5.329556,24.701763,-0.123945996,-33.279182,88.44434,9.941146,-9.279472,26.296322,901,train,26.296322
-26.468697,18.88752,-0.20467825,-9.463118,43.32847,-39.056026,39.76711,60.543026,267,train,60.543026
-7.352583,17.1288,-0.06301436,-5.1708713,56.316174,-19.211212,4.7096887,25.981785,568,train,25.981785
-38.16958,-7.5234194,-0.117121264,29.7635,25.287502,-42.146748,27.71535,47.83389,9,train,47.83389
-35.78748,15.6612,-0.19654474,8.137474,39.660275,-38.685314,30.931051,56.15381,1046,train,56.15381
-99.91549,-14.460598,-0.21407366,-1.6143794,1.0801926,-23.680109,68.75133,45.34081,1253,train,45.34081
-35.96324,15.114228,-0.19734569,8.077321,39.96201,-39.350227,31.221052,55.98304,1048,train,55.98304
-94.16608,-2.7174413,-0.21346787,34.956863,-5.9930835,-14.468507,36.491066,46.580666,278,train,46.580666
-34.917656,2.7997246,-0.08278345,9.067933,33.362293,6.81414,4.2207837,30.654219,991,train,30.654219
-64.91178,17.89777,-0.17836288,39.95418,8.769944,-21.39988,21.106237,47.734886,226,train,47.734886
-41.01133,-12.015211,-0.12648767,-0.4141376,63.53589,-1.8032085,9.543886,36.769135,311,train,36.769135
-67.600845,-63.02953,-0.2598263,-17.066772,78.91957,-22.867447,72.721436,61.255264,1301,train,61.255264
-107.14173,-13.289719,-0.21434097,6.420942,-7.3509827,-26.232271,74.64617,49.6455,740,train,49.6455
-109.37842,-2.9361773,-0.19857758,45.67951,13.951172,-7.790963,8.789007,47.25416,1018,train,47.25416
-33.143288,56.231846,-0.16729258,-5.0072303,52.26263,5.9472694,3.2119555,59.49137,940,train,59.49137
-24.18934,-1.7447156,-0.10528325,5.949603,101.514595,13.148188,-30.924185,33.7832,770,train,33.7832
-104.654686,3.6241317,-0.18467808,42.407066,2.641471,2.31254,9.962602,44.0655,1024,train,44.0655
-38.476475,-12.638907,-0.12657173,-0.70374405,59.34214,2.142858,10.334355,35.542366,542,train,35.542366
-84.86599,25.340517,-0.16082509,23.192059,-17.930157,2.3744822,31.129477,42.729626,289,train,42.729626
-32.711807,31.557081,-0.05340666,11.1825695,10.502748,-6.871876,24.744593,26.424383,857,train,26.424383
-66.75319,12.926194,-0.15777966,11.37051,-23.876667,-9.54758,53.134567,38.903442,1120,train,38.903442
11.10871,16.716097,-0.12180861,-21.153105,88.96262,-22.998823,0.48617837,27.457376,916,train,27.457376
-22.32694,1.5787632,-0.09829574,-3.1422646,41.9969,15.123294,9.458424,41.233448,145,train,41.233448
-13.723878,18.545536,-0.083480045,-18.48711,81.02332,12.901966,-11.392539,31.22103,447,train,31.22103
-31.965939,-1.4921027,-0.13218187,12.119986,78.620285,2.3880558,-10.913198,47.79674,489,train,47.79674
-66.53868,-5.286282,-0.2213976,23.230204,41.000896,-49.104294,30.014475,57.545044,1052,train,57.545044
-22.714771,1.7540395,-0.098424554,-2.8143432,41.809734,14.606014,9.514456,41.59747,141,train,41.59747
-31.610996,-2.2196631,-0.13021693,12.236538,79.76121,3.0498736,-12.072569,47.24123,491,train,47.24123
-26.47414,-10.436302,-0.10715733,-1.9378086,47.96691,10.243666,7.978043,32.51787,1134,train,32.51787
-10.766615,-14.276211,-0.1443829,-14.782798,102.92297,-59.83725,15.945818,34.260143,113,train,34.260143
-18.983883,2.363248,-0.09934457,-7.4975605,45.991535,18.941,8.262792,37.865246,129,train,37.865246
-96.277115,-19.73222,-0.24927358,15.096092,-26.25698,-25.639069,74.13969,44.37529,711,train,44.37529
82.500465,-37.267967,-0.16943282,81.548035,101.99938,-128.97336,13.282698,66.14134,1318,train,66.14134
-34.559765,31.592236,-0.054827694,12.549809,7.1358595,-6.488344,26.272373,28.28582,858,train,28.28582
-34.58265,7.88044,-0.15267077,10.950014,45.437275,-1.6679428,14.096944,53.041374,478,train,53.041374
-90.13233,-22.117205,-0.24059011,23.384356,-51.132275,-29.108845,85.217964,37.319977,359,train,37.319977
-11.1989,18.19687,-0.094979696,-31.152225,79.58525,26.228306,-7.2040567,32.510674,585,train,32.510674
82.853424,-37.27111,-0.16998416,82.01047,101.77568,-129.6595,13.402875,72.35747,1317,train,72.35747
-31.510353,-12.49744,-0.09457464,7.4790125,38.953205,-2.1672015,13.4144,27.621624,515,train,27.621624
-5.7304115,-6.7936997,-0.08962035,27.860685,22.685158,2.1799293,8.719425,27.781254,383,train,27.781254
-67.73656,25.874199,-0.14556001,5.742363,-8.555961,-3.2889433,39.927124,40.35155,1099,train,40.35155
-62.412514,19.77649,-0.17571211,38.512367,9.460011,-20.794008,20.732876,47.81125,228,train,47.81125
-35.873856,-5.53982,-0.112800434,27.74358,28.333948,-37.3817,23.739376,48.170437,7,train,48.170437
-20.35334,2.2450507,-0.09359825,16.617022,7.6757417,-13.70677,28.49793,31.812057,376,train,31.812057
-13.677678,-19.444864,-0.1385621,-13.956484,100.210976,-53.82897,15.611507,27.834541,894,train,27.834541
-13.711646,-7.744359,-0.1318901,-24.649612,93.55645,-20.200348,8.284269,31.041826,104,train,31.041826
-37.91114,-13.025014,-0.12453863,-0.32013792,62.974415,-0.66797787,9.498552,37.586823,314,train,37.586823
-95.44406,-17.533722,-0.2428222,24.613045,43.278652,-44.26446,29.758358,31.41887,1066,train,31.41887
-20.79513,5.389118,-0.1027119,-3.6153476,107.43953,17.45529,-34.34829,24.350903,501,train,24.350903
-19.64198,-1.6432076,-0.100501075,-7.331998,48.583225,22.053097,6.1973524,40.768017,807,train,40.768017
-13.659565,-8.172628,-0.1316884,-24.231256,93.67789,-21.318409,8.540495,30.94702,102,train,30.94702
-30.522326,-12.943846,-0.09263234,8.332596,35.729233,-1.8973881,14.173146,22.843874,512,train,22.843874
-19.361238,2.3106804,-0.098706916,-6.9323125,45.136017,18.151934,8.720922,39.022957,123,train,39.022957
-11.165085,18.050077,-0.09537968,-31.378065,79.55917,26.286577,-7.009965,32.128838,584,train,32.128838
5.468197,24.91002,-0.124098465,-33.37463,88.300156,10.361569,-9.407663,25.856869,903,train,25.856869
-12.295787,19.519037,-0.087603964,-25.555838,79.06609,20.938194,-9.00048,32.245735,575,train,32.245735
-13.679791,-7.734695,-0.13160476,-24.639761,93.45486,-20.053875,8.268273,30.43977,105,train,30.43977
-11.822022,18.601942,-0.10187429,-31.232674,97.06962,30.993137,-20.192423,28.149048,449,train,28.149048
-22.097374,-15.344905,-0.11700362,8.322356,45.92938,0.5870014,7.495486,17.909779,347,train,17.909779
-46.164253,7.0805225,-0.21934913,-1.2266561,29.391344,-57.937454,55.342033,59.375877,631,train,59.375877
-33.70969,-1.6018338,-0.08287387,8.793549,31.185785,5.1296105,7.610307,25.522491,236,train,25.522491
-92.3368,-8.864083,-0.21778032,43.139027,41.242893,-30.456156,13.134814,47.83548,950,train,47.83548
-24.190308,-0.25928992,-0.10133151,-1.8893298,42.11461,14.251886,9.67188,42.50718,162,train,42.50718
-92.3357,-4.296996,-0.21876568,34.874825,-4.031077,-20.903225,39.379246,45.860058,1081,train,45.860058
-35.45249,-7.978415,-0.08695011,9.456116,31.57231,1.1887995,11.133935,29.30997,1360,train,29.30997
-74.91061,28.016487,-0.15359862,11.210379,-18.49535,-1.5295385,41.50296,39.950653,1125,train,39.950653
-43.034126,-9.9367075,-0.14362341,30.691639,8.991838,-18.453516,34.088234,50.406204,17,train,50.406204
-33.043415,-13.412335,-0.112419836,3.6898959,57.01218,-4.4828286,10.791809,30.308273,304,train,30.308273
-22.444801,2.3383534,-0.09802355,-2.928012,41.856777,14.394393,9.465196,41.5921,786,train,41.5921
-39.37429,-1.0660397,-0.12365002,-18.873043,23.771612,26.3645,47.171112,31.835773,1271,train,31.835773
-45.717793,44.612625,-0.1687727,13.722211,26.64889,-7.1026177,15.144726,53.87398,937,train,53.87398
-15.5729065,-2.3760786,-0.100721665,10.421653,18.832773,-0.91331816,23.595726,34.09907,1209,train,34.09907
-12.125958,19.5387,-0.08786098,-25.948298,78.51175,21.233892,-8.547009,32.336826,572,train,32.336826
-66.34684,15.139549,-0.18085252,41.280556,9.964334,-22.848438,21.077108,48.866325,234,train,48.866325
-11.202689,16.912018,-0.09419715,-30.10372,76.48598,21.847574,-4.029614,33.7246,90,train,33.7246
-75.24726,28.235703,-0.15315932,11.423373,-17.333635,-1.4015255,40.388382,40.10143,1124,train,40.10143
-26.25898,-5.1012535,-0.110892005,1.6324991,50.939774,14.150939,4.2187543,47.47145,1370,train,47.47145
-80.552895,-4.5995927,-0.2058106,44.05247,35.562412,-35.60716,16.820717,51.641273,942,train,51.641273
-32.18395,-13.52613,-0.10932729,4.716645,54.674217,-4.7676225,11.101314,28.132812,334,train,28.132812
-31.00728,19.69294,-0.15193765,4.765502,47.79894,1.7344522,11.555132,50.475296,1403,train,50.475296
-65.47577,24.337236,-0.17746286,35.534184,3.9741669,-15.41986,22.547714,47.10662,963,train,47.10662
-51.860126,22.458809,-0.1922245,3.6444468,19.549006,-14.86807,41.338608,6.105564,1195,train,6.105564
-51.537815,22.570292,-0.19168809,3.5164669,19.661604,-15.096723,41.345512,6.470703,1193,train,6.470703
-51.996983,-6.626057,-0.1391428,-0.8512644,59.396095,-3.8393009,12.250627,36.926662,1387,train,36.926662
-26.789158,18.4475,-0.20635466,-10.494233,42.099575,-39.6172,41.659897,60.660656,264,train,60.660656
-21.67194,25.502321,-0.19584388,-11.923561,41.17153,-29.519373,36.758137,57.562386,643,train,57.562386
-59.881428,-20.470745,-0.18297507,39.244072,-18.186977,-42.93037,63.79078,57.53976,42,train,57.53976
-85.644646,-13.851683,-0.16848725,44.078217,50.18658,-13.583483,-10.763457,35.684277,1007,train,35.684277
-31.54051,-1.3752117,-0.13114594,11.983629,80.47343,2.59955,-12.336973,47.896328,1344,train,47.896328
-60.11259,-0.42007473,-0.2662176,-24.433538,-19.844078,-56.739914,111.93614,66.19325,553,train,66.19325
-40.873795,-12.073521,-0.12650934,-0.4282565,63.490467,-1.6609566,9.540113,36.714123,310,train,36.714123
-26.461102,8.894121,-0.090421095,-3.2593932,41.787937,13.274977,5.67706,30.978205,215,train,30.978205
-30.469318,0.7308312,-0.11074068,4.955672,40.40271,5.4270034,10.617472,43.98353,802,train,43.98353
-96.07438,-3.174473,-0.21189564,36.22245,0.89680743,-11.705428,29.972015,48.03896,1367,train,48.03896
-15.242658,13.528505,-0.08610215,-14.3481245,91.030304,15.754732,-19.176844,26.640429,814,train,26.640429
-142.22517,-15.349547,-0.28495958,23.547333,-3.6762397,-57.544914,83.40876,66.78165,398,train,66.78165
-40.97586,45.13881,-0.1717319,10.040357,27.135742,-7.5353966,17.566969,52.507416,958,train,52.507416
-80.885635,-4.754494,-0.20613374,44.08945,36.01483,-35.66674,16.602709,50.795574,943,train,50.795574
-33.063774,-14.37382,-0.11861028,1.0624591,61.05365,-1.9370687,10.256682,35.753075,323,train,35.753075
-94.33875,-18.149635,-0.17876638,47.257862,46.23023,-11.123705,-10.504063,39.772896,1027,train,39.772896
-137.65302,-13.257407,-0.2665358,21.88565,0.3820222,-48.820347,76.72277,49.791885,728,train,49.791885
-96.98772,-24.42342,-0.1837484,44.864754,50.166313,-9.487363,-11.153013,37.056225,243,train,37.056225
11.171708,17.579157,-0.12158582,-21.824495,88.557884,-20.827955,-0.15376797,26.803898,920,train,26.803898
-43.362427,-11.277418,-0.14183085,32.50137,5.5338244,-23.043861,36.56365,50.355133,1331,train,50.355133
-22.980793,5.682959,-0.09577962,-2.3519998,41.963085,11.96282,8.888925,41.541336,214,train,41.541336
-11.207487,16.835386,-0.09534229,-30.787933,77.134605,23.105799,-4.343195,32.837624,84,train,32.837624
-58.656155,-0.16917486,-0.26494846,-24.377197,-19.002007,-56.22453,110.82628,65.61143,1327,train,65.61143
-13.819803,-4.311797,-0.13701743,-28.079533,95.34924,-16.661882,6.484045,31.902124,596,train,31.902124
-31.051006,24.490458,-0.16174851,3.8471305,30.511484,0.39447114,24.208826,53.05217,496,train,53.05217
-97.23414,-24.653633,-0.18448341,43.228794,48.97284,-8.307276,-9.779909,33.89238,249,train,33.89238
-20.996716,-1.2106274,-0.09969642,-4.986966,44.476425,18.748749,8.493163,42.43707,790,train,42.43707
-33.03992,14.9426775,-0.08910685,6.164383,41.78803,6.5525703,1.0811728,34.7978,813,train,34.7978
-94.18453,-2.5194168,-0.21265875,35.094376,-5.707817,-13.786926,35.77735,46.71486,272,train,46.71486
-26.147663,27.446594,-0.13799174,2.2563708,80.699,2.8784404,-14.273838,48.069794,467,train,48.069794
-89.640175,0.7959324,-0.20941001,19.452208,-53.160507,-11.062127,74.03134,39.276363,671,train,39.276363
-21.544634,-2.9177096,-0.10097049,-4.5001936,45.68724,18.967728,7.922219,43.110912,792,train,43.110912
-83.97497,-18.759436,-0.22096337,20.390213,-17.677792,-46.212135,84.17419,57.13234,845,train,57.13234
-39.99194,-11.847302,-0.12275051,0.5120724,62.28457,-3.3210614,9.871566,34.17307,326,train,34.17307
-60.01942,-0.24192722,-0.2659465,-24.611872,-19.827406,-56.678913,111.91867,66.36539,555,train,66.36539
-10.656926,-33.052624,-0.15035242,-1.3625369,105.31429,-87.46093,25.766783,28.545805,603,train,28.545805
