dem,w10,d10,t2m,aod_sat,tp,PM2_5
0.06740331491712707,0.2644011753578022,0.8577575289561076,0.7548804555108719,0.8088826313114973,0.3581324119559644,47.425559997558594
0.04574585635359116,0.19988007252764703,0.8660002687178723,0.7873441677422334,0.8897655880048392,0.3657272895151326,41.605262756347656
0.015248618784530387,0.2681606497555625,0.6900860385204003,0.6608989673042003,0.7240101227248692,0.4978132542127084,44.060054779052734
0.033591160220994475,0.13181984941989186,0.5897177514507372,0.6309540837668235,0.723771700946506,0.2591057970286405,59.93661880493164
0.11314917127071823,0.15507218465174089,0.4914056934653663,0.7334852983064106,0.7002414999180796,0.2601824013276217,42.56741714477539
0.015027624309392265,0.17407005588208888,0.6404307414553845,0.6496624903643677,0.8056203393384512,0.39284327683108383,55.81894302368164
0.0026519337016574587,0.3368416384363021,0.7293538437305298,0.6548180503720556,0.6298526292918791,0.5403769902866646,34.07799530029297
0.062099447513812155,0.1826398646049221,0.831797371537388,0.6930208810319336,0.5616217844440419,0.43633865489976814,42.675559997558594
0.0064088397790055245,0.2752794522087029,0.1686118569677829,0.4447501191648351,0.5575352175238014,0.14683605049436926,32.586158752441406
0.0026519337016574587,0.31029491773963624,0.710218572646917,0.6206405818803423,0.6823073020353287,0.4487847698935718,45.502769470214844
0.0059668508287292815,0.15748292860183263,0.9119446439084299,0.7367829988518686,0.4832926160420505,0.7234183091702593,34.102779388427734
0.041988950276243095,0.3727856532975374,0.1982171699460357,0.11795144882304884,0.314487145307106,0.2386506374182882,28.55477523803711
0.011712707182320443,0.24405811479785985,0.7783502681996255,0.7208732908031964,0.7332073824680702,0.6666294645091686,36.90972137451172
0.02033149171270718,0.22540751931276337,0.7632325243302573,0.657008180853492,0.7379848727711825,0.47431120229394697,48.91365051269531
0.012375690607734807,0.23625191883620592,0.8525842375302252,0.7858376342680534,0.6051302017776647,0.7765389265851275,48.87916564941406
0.6355801104972376,0.18470297301701685,0.819663608439289,0.2664361025995601,0.09456014999077388,0.19900261902427313,22.37640380859375
0.013701657458563535,0.18792722730115108,0.4096923361864382,0.48813471041456064,0.7197633928146753,0.2653271521540049,48.238765716552734
0.0037569060773480663,0.07739529795519108,0.8459913527719505,0.9142431146258495,0.44659700548005277,0.7409427364904435,31.757062911987305
0.08596685082872928,0.26251483880251114,0.908745169446443,0.6983693725991608,0.6309942315726927,0.5068330320854146,21.37042236328125
0.06607734806629834,0.36387862408986643,0.2057412437660312,0.11986290038515071,0.30466978315070964,0.23518741558054573,29.782670974731445
